geo_point,geo_shape,grid_code,source,to_node,arcid,from_node,route_length_m
"-37.82939731390334, 144.96567844942933","{""coordinates"": [[[144.96602829053512, -37.82833770557045], [144.9660045886163, -37.82837334306503], [144.96600384655494, -37.82840036547488], [144.96596854097717, -37.82844481423573], [144.96596779890075, -37.82847183664464], [144.96594384954528, -37.82851648159364], [144.96593026698847, -37.82859735261607], [144.96590631756663, -37.828641997554726], [144.96585520275462, -37.82884838450453], [144.96583125320012, -37.82889302942249], [144.96577989058764, -37.82910842378803], [144.96575594089714, -37.82915306868508], [144.9657045778521, -37.829368462997344], [144.96568062802564, -37.82941310787349], [144.96567963841576, -37.82944913773963], [144.9656554411401, -37.82950279007523], [144.96562926454806, -37.82962850213246], [144.96560531458556, -37.82967314698772], [144.9656043249298, -37.829709176850564], [144.96558012750666, -37.82976282916446], [144.9655539506754, -37.829888541193405], [144.9655300005769, -37.82993318602775], [144.9655290108753, -37.829969215887324], [144.96551740694903, -37.82997802710468], [144.96545369625218, -37.830229254849904], [144.9654304882953, -37.83024687726493], [144.96522458578158, -37.830297389227], [144.96519051613984, -37.830296800389036]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6087,6931,5920,242.6545757792154
"-37.82944752756134, 144.9095781267434","{""coordinates"": [[[144.9095296018366, -37.8294567945742], [144.90957502591735, -37.829457601141414], [144.90962146686869, -37.82942237909781]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6094,6950,6107,9.656854247706203
"-37.8295035239399, 144.90971739743256","{""coordinates"": [[[144.90952934760807, -37.82946580172197], [144.90956265299883, -37.82949342809303], [144.90971028134405, -37.829496049333194], [144.90973248499046, -37.829514466882245], [144.90991418148934, -37.82951769273725]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6114,6960,6108,36.07106781242758
"-37.830281199782426, 144.9659285301586","{""coordinates"": [[[144.9651159423949, -37.83052981669264], [144.96518507177987, -37.83049496455958], [144.96529937993404, -37.83046990494006], [144.96556305543135, -37.830384344245374], [144.96562008566661, -37.83037631799407], [144.96605559295213, -37.83023965484354], [144.96611262303273, -37.83023162834864], [144.96643357410971, -37.8301290316541], [144.96668539608999, -37.83006128714839], [144.9667429205355, -37.830035245399074]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,6075,6965,6117,153.8638208931904
"-37.82939900000173, 144.91180194008308","{""coordinates"": [[[144.91179003179195, -37.82907336207266], [144.9117862225267, -37.82920846949143], [144.91177461257521, -37.82921727522665], [144.91178571462277, -37.82922648381367], [144.91178419090818, -37.82928052678003], [144.91179529296608, -37.82928973536637], [144.91179351530278, -37.82935278549344], [144.91178190532864, -37.82936159122854], [144.91180385551868, -37.82938901556211], [144.91179199158697, -37.82940682845891], [144.91180258576043, -37.82943405136672], [144.91177885787505, -37.82946967715796], [144.91178970600558, -37.82948789290609], [144.91177581040515, -37.82957776308518], [144.91180860880675, -37.82962340316749], [144.91185403305576, -37.82962420885876], [144.91185428700314, -37.82961520169787], [144.91187674518093, -37.82962461169784], [144.91191182913073, -37.82958918730326]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,6116,6967,6074,77.48585058325989
"-37.82920330858215, 144.98035344322227","{""coordinates"": [[[144.9802519078573, -37.83088057350029], [144.98025264478844, -37.83085355086341], [144.98031041102738, -37.830818494821074], [144.98040104333745, -37.82749470930517]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5817,6969,6121,378.40312423380664
"-37.83079250835848, 144.9763154319651","{""coordinates"": [[[144.9757166054305, -37.83053232784275], [144.97573882636635, -37.83055073341668], [144.97576153968717, -37.83055112394445], [144.97585140827056, -37.83058871609816], [144.97593041260814, -37.83060809789539], [144.9759871959616, -37.83060907411551], [144.97600966314656, -37.830618472118296], [144.97603163802785, -37.830645885161935], [144.976054597534, -37.83063726811147], [144.97609928579803, -37.83066507161091], [144.97615582306116, -37.830675055273986], [144.9762229786289, -37.83071225670008], [144.97631309377604, -37.83074084098886], [144.9763686466704, -37.83078685464827], [144.97639136007245, -37.83078724505664], [144.97644715915663, -37.830824251156635], [144.9765370284372, -37.8308618428046], [144.9765478929627, -37.830880053043444], [144.97657060639582, -37.83088044341807], [144.97660369219636, -37.83091705907291], [144.9766377623644, -37.830917644617536], [144.97664887300502, -37.830926847322395], [144.97663702411316, -37.83094466719378], [144.9766930695179, -37.830972665657626], [144.97669208520767, -37.83100869576016], [144.97666887957226, -37.83102632045877], [144.97666789524837, -37.83106235056043], [144.97669036266055, -37.831071748438994], [144.9767012272529, -37.83108995866504], [144.9767239407525, -37.83109034901192], [144.9767906048539, -37.83114556518221]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6131,6975,6092,131.90623179502478
"-37.83115006894518, 144.97679048182036","{""coordinates"": [[[144.9767906048539, -37.83114556518221], [144.97679035878681, -37.83115457270815]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6132,6976,6131,1.0
"-37.82995148273839, 144.90668655458245","{""coordinates"": [[[144.90668668187175, -37.82994697917306], [144.90668642729318, -37.829955986303716]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6138,6984,6136,1.0
"-37.829768408040785, 144.90582508675698","{""coordinates"": [[[144.90504682232154, -37.83008001948736], [144.90520249560691, -37.830199941069985], [144.90524715574983, -37.830227770685276], [144.90526986796414, -37.830228174803814], [144.90532588426203, -37.83025620644813], [144.90554674479864, -37.830079902781044], [144.90578074316082, -37.82984075079274], [144.90599050000287, -37.82965523707893], [144.9060026200044, -37.82962841768295], [144.90618889979172, -37.8294695209891], [144.90621263031397, -37.82943389640447], [144.90634085623904, -37.82931902525504], [144.9064337408749, -37.829248583784874], [144.90648069232023, -37.82919534875882], [144.90655035559723, -37.82914251757342], [144.9065841688646, -37.829152130489256]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6081,6999,6146,199.70074134260673
"-37.83156543917511, 144.98025027387814","{""coordinates"": [[[144.98024459545442, -37.831565341757916], [144.9802559523019, -37.8315655365923]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6155,7001,6154,0.9999999993015081
"-37.831588055453686, 144.98025533817798","{""coordinates"": [[[144.98025546100283, -37.83158355168142], [144.9802552153531, -37.83159255922595]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,6161,7011,6159,1.0000000009313226
"-37.830440662441, 144.9069713042715","{""coordinates"": [[[144.90696793982718, -37.830447620987535], [144.90696819437605, -37.83043861385601], [144.90697955052795, -37.83043881575084]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,6171,7025,6172,1.9999999984866008
"-37.83046442365404, 144.9069205063297","{""coordinates"": [[[144.90687581780386, -37.8304910414438], [144.90694522752096, -37.83044721719447], [144.90696793982718, -37.830447620987535]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6172,7030,6174,9.810249674486816
"-37.830299958542135, 144.9034876767499","{""coordinates"": [[[144.90330334169107, -37.82985973701295], [144.90329620195448, -37.830111936123004], [144.9033067930567, -37.830139159703116], [144.90363982694325, -37.83041544000045], [144.9036367674967, -37.83052352534788], [144.90364786868417, -37.83053273467656], [144.90362439153145, -37.83055935157876], [144.90370184497903, -37.83063282397991], [144.90368972397363, -37.83065964310512], [144.9036432795065, -37.830694862694465]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6179,7034,6130,110.05772709105685
"-37.83193185952674, 144.9801518790322","{""coordinates"": [[[144.98024287589607, -37.83162839456914], [144.9801727694733, -37.831699285888966], [144.98011500246608, -37.83173434183735], [144.98011352845575, -37.83178838709828], [144.98014587944357, -37.83185202444404], [144.9801446511155, -37.831897062161474], [144.98017749349853, -37.83194268441259], [144.98016564526623, -37.83196050465597], [144.98018786775881, -37.83197890942947], [144.98020738800878, -37.83209639717839], [144.98014912936384, -37.83214946821936], [144.98010370161958, -37.8321486888239], [144.98008049639614, -37.832166314205], [144.9800693851352, -37.83215711180846], [144.98001260045208, -37.83215613752279]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,6184,7037,6168,80.12018113721105
"-37.83187998286049, 144.98065194450052","{""coordinates"": [[[144.98049665670396, -37.83148855994795], [144.9805067854495, -37.83153379248799], [144.98055123037463, -37.83157060190226], [144.98055073914725, -37.831588616994644], [144.98057296163145, -37.831607021696065], [144.9805709967379, -37.83167908206578], [144.98059248242413, -37.83172450940271], [144.98060212003594, -37.831787757027755], [144.98063545387248, -37.83181536406608], [144.98066952453846, -37.831815948456146], [144.9806685421321, -37.831851978642], [144.98057621330202, -37.831904465519884], [144.980598190273, -37.831931877764376], [144.98061820238743, -37.83203135037261], [144.98066264765737, -37.832068159751984], [144.9806853615124, -37.832068549343404], [144.98071894110055, -37.83208714881508], [144.98077572575556, -37.832088122758705], [144.98092066456252, -37.8321897379055]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6185,7038,6150,105.36085725258027
"-37.83131212903321, 144.9080014389321","{""coordinates"": [[[144.90780708955035, -37.831309632641286], [144.90814777834464, -37.83131568670127], [144.90815938905152, -37.831306881349256], [144.90819345793278, -37.83130748669762]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6203,7055,6205,34.41421356224598
"-37.83274723621656, 144.98142713660638","{""coordinates"": [[[144.98104442436568, -37.83265146002796], [144.98110022723864, -37.832688464017224], [144.98109752610821, -37.83278754703935], [144.9811311061232, -37.83280614640353], [144.98131404649675, -37.832764224598], [144.98132589459527, -37.83274640423708], [144.98136021122946, -37.83273798089064], [144.98139526441966, -37.832702534886536], [144.9814624245488, -37.83273973343841], [144.98151945523617, -37.832731699487944], [144.98154167829972, -37.83275010401974], [144.9816098205304, -37.83275127229008], [144.9816774717907, -37.832770455622324], [144.98175721656622, -37.83276281095845], [144.981792024111, -37.83273637238247], [144.98183745226294, -37.832737151136946], [144.98189472837632, -37.83272010945163]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6216,7072,6213,96.3320535802108
"-37.832744574134374, 144.98104290318028","{""coordinates"": [[[144.98104442436568, -37.83265146002796], [144.98104024977604, -37.83280458832978], [144.98105074734562, -37.83283630950758]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6222,7074,6213,20.640054943692945
"-37.83278875113012, 144.974669030858","{""coordinates"": [[[144.974591684178, -37.832612718484455], [144.9745911914831, -37.83263073350731], [144.97461316639055, -37.83265814680907], [144.97461242735466, -37.83268516934348], [144.97462378433426, -37.832685364725826], [144.97466625618313, -37.83279423638432], [144.97468847750216, -37.832812642161876], [144.9747089744859, -37.83289410051751], [144.97473119584478, -37.83291250628786], [144.9747415675326, -37.83294873170692], [144.97476428157452, -37.832949122447914]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,6229,7079,6217,43.254166248460635
"-37.83308863527012, 144.98137120316156","{""coordinates"": [[[144.9812718726495, -37.83306088947201], [144.98130520729612, -37.833088496338505], [144.98135063565033, -37.833089275286866], [144.98136174721068, -37.8330984775696], [144.9814071755726, -37.833099256496325], [144.98145309497104, -37.833082020307764], [144.9814755636334, -37.83309141730458]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6232,7083,6231,20.365058183018757
"-37.831477668454276, 144.9186091288315","{""coordinates"": [[[144.91896715445327, -37.8308135357082], [144.9190007171633, -37.83083215232378], [144.91902342976212, -37.830832553795545], [144.91903402680464, -37.83085977613042], [144.9190675895528, -37.8308783927279], [144.91906151555347, -37.831094565531934], [144.91909457225088, -37.831131196524474], [144.9190597439581, -37.831157615931446], [144.91904864069528, -37.831148407998334], [144.91903703125908, -37.83115721446378], [144.91900296221144, -37.831156612254055], [144.91896712148667, -37.83121906042964], [144.91892068364209, -37.83125428624894], [144.91893178690364, -37.831263494193976], [144.91891992433187, -37.83128130784568], [144.91890856796437, -37.83128110709835], [144.91885001434287, -37.83134315373443], [144.91879247310249, -37.8313691715459], [144.91879146062212, -37.83140520033787], [144.91876849472794, -37.83141380601407], [144.91874451632347, -37.831458440476176], [144.91848910621715, -37.83165218170515], [144.9184209676914, -37.83165097694558], [144.9182584331861, -37.83177426640903], [144.91824555760664, -37.831828108761115], [144.9182677641241, -37.831846524776026], [144.91822132555208, -37.83188175029449], [144.91815217401694, -37.83191657414802], [144.91799293037448, -37.83192276970226], [144.91786547695185, -37.832010632324746]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6233,7085,6176,203.01443916204926
"-37.83296964550907, 144.97281507467807","{""coordinates"": [[[144.97280939617283, -37.83296954773034], [144.97282075318333, -37.83296974328779]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6238,7089,6237,0.9999999976134859
"-37.83296984106597, 144.97282643168865","{""coordinates"": [[[144.97282075318333, -37.83296974328779], [144.972832110194, -37.832969938844144]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6239,7090,6238,1.000000003608875
"-37.8329704277301, 144.97286050272103","{""coordinates"": [[[144.97285482421555, -37.83297032995357], [144.97286618122652, -37.832970525506646]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6242,7093,6241,1.0000000015133992
