geo_point,geo_shape,grid_code,source,to_node,arcid,from_node,route_length_m
"-37.82311627537704, 144.96608054968712","{""coordinates"": [[[144.96588859090699, -37.823081443677395], [144.96588834358627, -37.82309045115481], [144.96592240992982, -37.823091039696294], [144.9659335180626, -37.823100243352265], [144.96600165076157, -37.8231014203995], [144.96601275890606, -37.823110624048304], [144.9660808916179, -37.82311180104999], [144.96609199977408, -37.823121004691615], [144.96628454795865, -37.823142354257484]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5172,5903,5170,37.35988345300207
"-37.82323452356579, 144.9747685836269","{""coordinates"": [[[144.9746908186001, -37.82317010359162], [144.97484634865373, -37.82329894353996]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5173,5904,5165,19.798989872070877
"-37.8223434271971, 144.9154504169898","{""coordinates"": [[[144.91544473950339, -37.82234332667649], [144.91545609447624, -37.822343527717706]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5180,5910,5179,1.0000000020954758
"-37.82234063241148, 144.91554706097912","{""coordinates"": [[[144.91554718769515, -37.82233612881485], [144.91554693426306, -37.82234513600811]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5184,5915,5177,1.0000000037252903
"-37.82234783027281, 144.9154446127811","{""coordinates"": [[[144.91544473950339, -37.82234332667649], [144.91544448605882, -37.822352333869134]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5186,5918,5179,0.9999999972060323
"-37.82235243438978, 144.91545016354593","{""coordinates"": [[[144.91544448605882, -37.822352333869134], [144.91545584103304, -37.82235253491042]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5187,5919,5186,0.9999999995343387
"-37.822466823482394, 144.938234004526","{""coordinates"": [[[144.9383907114904, -37.822026414861206], [144.93830395660257, -37.82228623541465], [144.93828024367014, -37.822321867028855], [144.93824241815747, -37.82245638034328], [144.93821870513773, -37.82249201194166], [144.93816852149098, -37.82266235566256], [144.93814480836585, -37.82269798724194], [144.93810698238542, -37.82283250049202], [144.9380709111585, -37.822903962477085]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5198,5932,5112,101.80388431043121
"-37.82386319014926, 144.98251662377677","{""coordinates"": [[[144.98249959025236, -37.823862898275635], [144.9825336573012, -37.82386348202289]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5223,5951,5222,2.9999999966821633
"-37.8232739876357, 144.93784475674477","{""coordinates"": [[[144.93784488211008, -37.823269483976176], [144.93784463137945, -37.82327849129522]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5245,5971,5244,0.9999999990686774
"-37.82300350437656, 144.9148126836614","{""coordinates"": [[[144.9148128104251, -37.822999000782545], [144.91481255689772, -37.823008007970564]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5265,5989,5263,1.0
"-37.82301711571118, 144.91481798090598","{""coordinates"": [[[144.91481230337024, -37.823017015158584], [144.91482365844172, -37.823017216263786]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5269,5993,5268,0.9999999983701855
"-37.82419469350923, 144.9880344669905","{""coordinates"": [[[144.98783310330128, -37.824089345929465], [144.98785532549147, -37.82410774926532], [144.98796814913558, -37.82413671269474], [144.98802370475272, -37.82418272096632], [144.9880799943395, -37.82420170641556], [144.98811308314313, -37.824238318950925], [144.98814690585664, -37.82424790867907], [144.9881691281733, -37.82426631195879], [144.98815703851506, -37.824293140717764], [144.98817926084737, -37.82431154399589], [144.9881785269799, -37.82433856679477]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5277,5999,5236,45.70637582067925
"-37.824257288554804, 144.98717273011005","{""coordinates"": [[[144.98645063999, -37.82395757005924], [144.98646175088703, -37.823966771852916], [144.98645930260125, -37.82405684775882], [144.9865020324966, -37.82415670806015], [144.9864904319146, -37.824165521450674], [144.98650154284678, -37.82417472324131], [144.9865008083712, -37.82420174601295], [144.98647760718958, -37.82421937279198], [144.9864998290689, -37.82423777637492], [144.98648798364619, -37.82425559735512], [144.98651045036343, -37.8242649933459], [144.98656722922703, -37.824265964327815], [144.9865788298165, -37.82425715093006], [144.98659214410463, -37.82418528439406], [144.98661510043777, -37.82417666518248], [144.98662621138755, -37.82418586696183], [144.986852837067, -37.8242077656803], [144.98686394805185, -37.824216967438126], [144.98694343842743, -37.82421832656514], [144.98695454942543, -37.82422752831477], [144.98733966676687, -37.82427015937162], [144.9874053542803, -37.824361400020756], [144.98776922907243, -37.82434959589031], [144.98778082953774, -37.82434078237049], [144.98790574326662, -37.82434291715097], [144.98791734371522, -37.824334103617204], [144.9881785269799, -37.82433856679477]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5277,6000,5225,201.91851755567376
"-37.823059075862645, 144.94055564204717","{""coordinates"": [[[144.94053641195862, -37.822487517287136], [144.94043880951747, -37.82272912630386], [144.94043730705252, -37.822783170311226], [144.94052263998492, -37.822982920718175], [144.94052188877666, -37.82300994272218], [144.940680950303, -37.823418252094534], [144.9406564869325, -37.82348090620811], [144.9406426276768, -37.82357078093667], [144.9406310219401, -37.82357958965245], [144.94062951956934, -37.823633633658524]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5285,6005,5158,132.7480194782948
"-37.82363823663523, 144.94063507204805","{""coordinates"": [[[144.94062951956934, -37.823633633658524], [144.9406406245268, -37.82364283961195]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5287,6007,5285,1.4142135630316395
"-37.82331982908579, 144.9189391046528","{""coordinates"": [[[144.91893923116717, -37.823315325480195], [144.91893897813839, -37.82332433269139]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5307,6034,5298,0.9999999981373549
"-37.8243912769293, 144.96721793889378","{""coordinates"": [[[144.96722775092852, -37.82437522894618], [144.96721614810377, -37.82438404036988], [144.9672154065907, -37.8244110628184]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5353,6078,5349,4.414213562208459
"-37.823930488783716, 144.9342886157027","{""coordinates"": [[[144.9341666364919, -37.82398902073277], [144.93419010075525, -37.823962397327435], [144.9344194682709, -37.82388531625888]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5361,6115,5378,25.537263475187334
"-37.82364635926583, 144.91004259685278","{""coordinates"": [[[144.9100344637165, -37.82364422149085], [144.9100458188495, -37.823644423059484], [144.9100455647369, -37.82365343021913]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5385,6123,5383,2.0000000045401976
"-37.823959958062915, 144.9267091073062","{""coordinates"": [[[144.92652475688143, -37.82384567437893], [144.9265217315339, -37.823953761422935], [144.92653283472174, -37.82396296865714], [144.92661232183096, -37.823964368490934], [144.926623425032, -37.82397357571694], [144.92698679479187, -37.82397997424167]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5386,6124,5377,53.82842712426862
"-37.82456206090631, 144.95797472582674","{""coordinates"": [[[144.95797484997456, -37.82455755719092], [144.95797460167893, -37.8245665646217]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5396,6134,5393,1.0000000009313226
"-37.82404905210481, 144.9427561152059","{""coordinates"": [[[144.9425505226667, -37.82441519122464], [144.94257498479806, -37.82435253668907], [144.94257598545911, -37.82431650731206], [144.94258759109283, -37.82430769840216], [144.94258859174616, -37.8242716690246], [144.94260019737115, -37.82426286011313], [144.94260119801675, -37.824226830735014], [144.94262515972062, -37.824182190873536], [144.94262616035115, -37.82414616149435], [144.94265012201188, -37.82410152162602], [144.94265112262738, -37.82406549224577], [144.9430800272173, -37.82375757611237]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5308,6148,5413,91.8101929373212
"-37.824903226206814, 144.9859469898878","{""coordinates"": [[[144.98686502296437, -37.82459548047713], [144.98685293278055, -37.824622309085775], [144.9867620861473, -37.82462075570958], [144.9867504855199, -37.8246295691239], [144.9866596388835, -37.824628015668445], [144.9866480382432, -37.82463682907226], [144.98663692722548, -37.82462762729364], [144.98660212528867, -37.824654067494464], [144.98651127863053, -37.82465251392373], [144.98648807730524, -37.82467014069961], [144.98643129813473, -37.82466916967077], [144.9863967409494, -37.82468660221878], [144.98633971692027, -37.82469463873445], [144.9862590017673, -37.82473831712755], [144.98625851204818, -37.82475633230425], [144.9862350657686, -37.82478296661554], [144.9861782865205, -37.82478199546229], [144.9861323733734, -37.824799233695174], [144.98601636596487, -37.82488736713025], [144.9859593417472, -37.824895403455784], [144.9856229184761, -37.82515098954949], [144.98558885077057, -37.825150406678986], [144.98551131909161, -37.82507698594044], [144.98547774133718, -37.825058387871586], [144.98546589553294, -37.82507620873584], [144.98544318375426, -37.82507582012697], [144.98543133793888, -37.82509364098738], [144.98539776019817, -37.8250750428961], [144.9853861593409, -37.825083856168646], [144.9853293798919, -37.825082884599674], [144.98528248644666, -37.82513615281909], [144.9852484187551, -37.82513556985032], [144.98524817376924, -37.82514457743246], [144.98522521698393, -37.825153196363026], [144.98520275017648, -37.825143800125204], [144.98504401262625, -37.82513207183092]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5410,6150,5325,199.5604231248238
"-37.82508385657886, 144.9473114655813","{""coordinates"": [[[144.94702858140883, -37.82516923951384], [144.9470530400727, -37.82510658395228], [144.9470997106768, -37.82506233912755], [144.94741741840184, -37.825076890130006], [144.94742852444088, -37.82508609547162], [144.94764428129002, -37.82508985671508]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5469,6217,5480,62.11529914111097
"-37.82445690623679, 144.93364422874774","{""coordinates"": [[[144.9338783312833, -37.82495722566037], [144.9337973353164, -37.82500987445977], [144.9337635200187, -37.825000269308426], [144.93372920223737, -37.825008678733674], [144.9336842826908, -37.82498986697551], [144.933672675928, -37.82499867497248], [144.93359343861735, -37.82498827257882], [144.9335588695575, -37.825005689246154], [144.9335361585354, -37.82500529062923], [144.9335028458249, -37.82497767082036], [144.9335035996457, -37.82495064894495], [144.9334036616972, -37.82486778946672], [144.9333930600665, -37.82484056827043], [144.93340491811992, -37.824822753009606], [144.93340617453984, -37.824777716552134], [144.93339507034977, -37.824768509939034], [144.93340692839044, -37.82475069467747], [144.93341597451905, -37.82442643217069], [144.93342758121835, -37.82441762419652], [144.9334164770775, -37.824408417586405], [144.9334283350514, -37.82439060231982], [144.93341723091433, -37.82438139570986], [144.93341823602853, -37.82434536654092], [144.93342984271445, -37.824336558566024], [144.933418989863, -37.82431834466404], [144.93342024625156, -37.8242733082023], [144.9335249574822, -37.82418502908489], [144.93350375431007, -37.8241305867105], [144.93350450810755, -37.824103564831184], [144.93351611474435, -37.824094756846044], [144.93353857422565, -37.824104162752064], [144.93356153623034, -37.824095554067064], [144.93358399571804, -37.82410495996459], [144.9336069577181, -37.82409635127058], [144.93365212795996, -37.82410615575057], [144.9336753411979, -37.82408853974894], [144.93369805194104, -37.82408893833089], [144.933754075095, -37.82411695665024], [144.93377728831317, -37.82409934062791], [144.9338449181096, -37.82411855089205], [144.93389134449433, -37.824083318805386], [144.9339360123447, -37.824111137768284], [144.93394761893342, -37.82410232973913], [144.93398143385275, -37.82411193482767], [144.93406092149615, -37.82411332963949], [144.9340725280709, -37.8241045215976], [144.93408363225242, -37.82411372814731], [144.93411769838767, -37.82411432590083], [144.93412096386416, -37.82399723104378], [144.9341325704132, -37.823988422995065], [144.9341666364919, -37.82398902073277]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5378,6230,5483,225.80336660586866
"-37.825237156485656, 144.9519631125558","{""coordinates"": [[[144.95180194167827, -37.825108188699105], [144.95212428343336, -37.82536612427221]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5496,6234,5463,40.31128874255839
"-37.82595231057957, 144.9853170952707","{""coordinates"": [[[144.98531721776303, -37.82594780678893], [144.98531697277835, -37.82595681437021]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5499,6238,5498,0.9999999981373549
"-37.82475645704237, 144.91013624841855","{""coordinates"": [[[144.91012811517962, -37.82475431928778], [144.91013947048336, -37.82475452085237], [144.910139216372, -37.824763528010855]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5512,6254,5510,1.9999999973806553
"-37.82559049963453, 144.9602275770411","{""coordinates"": [[[144.96016340190997, -37.825532715939104], [144.96018536936586, -37.8255601317515], [144.9602966950259, -37.82564316610458]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5513,6255,5500,17.0591753196584
"-37.8247678300254, 144.91012773401042","{""coordinates"": [[[144.91012786106685, -37.8247633264462], [144.910127606954, -37.8247723336046]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5514,6257,5511,1.0
"-37.8256248230746, 144.9570447263103","{""coordinates"": [[[144.9570365915043, -37.8256226885456], [144.95704794727743, -37.825622885591685], [144.95704769885955, -37.82563189301561]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5522,6266,5520,1.999999999650754
"-37.82481855996547, 144.91020325638826","{""coordinates"": [[[144.9101389622605, -37.82477253516932], [144.91016091054695, -37.82479995977119], [144.9101833670626, -37.82480937005205], [144.91018285884937, -37.82482738436934], [144.91025099074312, -37.82482859371079], [144.91027293908766, -37.82485601829325]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5525,6270,5515,17.447170527115812
"-37.82619809734986, 144.9692000424976","{""coordinates"": [[[144.9692001659705, -37.82619359360427], [144.96919991902467, -37.82620260109545]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5568,6315,5565,1.0000000018626451
"-37.82621621027015, 144.96920522657953","{""coordinates"": [[[144.96921127497262, -37.82620279697139], [144.96919917818644, -37.8262296235689]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5579,6326,5569,3.1622776596898006
"-37.825365921260016, 144.93659907754886","{""coordinates"": [[[144.93621556034148, -37.82507031183708], [144.93626048062376, -37.825089122649054], [144.9367937556558, -37.82552201922874], [144.9369711809063, -37.82567832733268]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5580,6327,5494,94.9962367404093
"-37.82616638311432, 144.96542076360788","{""coordinates"": [[[144.96541740485733, -37.8261733434521], [144.9654176522627, -37.82616433598203], [144.96542900817812, -37.82616453222245]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5575,6328,5581,2.0000000025029294
"-37.826404486122584, 144.96914893879907","{""coordinates"": [[[144.96914906227602, -37.826399982377296], [144.96914881532211, -37.82640898986788]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5615,6377,5613,1.0
"-37.825700212934564, 144.92872235730448","{""coordinates"": [[[144.92868766090257, -37.82572213176296], [144.9287570537064, -37.825678294106176]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5611,6379,5616,7.810249677367389
"-37.82645373349523, 144.969130546572","{""coordinates"": [[[144.96912486857906, -37.826453635553094], [144.96913622456495, -37.82645383143736]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5622,6386,5621,0.9999999995343387
"-37.82613892982059, 144.96081646482168","{""coordinates"": [[[144.96050724727314, -37.825836060130094], [144.96054007478787, -37.825881687480006], [144.96078420000973, -37.826093186055715], [144.96104905493155, -37.82637713704797], [144.96112681085143, -37.82644156578232]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5639,6407,5540,86.7626993270404
"-37.8266555205288, 144.9690738879463","{""coordinates"": [[[144.96907401142892, -37.82665101678392], [144.96907376446367, -37.82666002427369]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5654,6425,5652,0.9999999990686774
"-37.82671603492394, 144.96903977984354","{""coordinates"": [[[144.9690500645565, -37.82669566244864], [144.96903846156425, -37.82670447404452], [144.9690374736834, -37.82674050400241]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5659,6432,5656,5.414213561766198
"-37.82551048651041, 144.9199562287721","{""coordinates"": [[[144.92058738661217, -37.82530899335841], [144.9204594421629, -37.82541487374156], [144.92013013330092, -37.82540905669103], [144.9200955610578, -37.82542646930389], [144.92005013914357, -37.82542566686626], [144.9199928559135, -37.82544267822258], [144.9199360785123, -37.82544167512293], [144.9198444758619, -37.825467091745956], [144.91979905393, -37.825466289210766], [144.9197531261011, -37.825483501083184], [144.91971905964647, -37.82548289915679], [144.91967313178998, -37.8255001109971], [144.91957042646752, -37.82551631954124], [144.91955881800536, -37.82552512609381], [144.91955780611042, -37.82556115493915], [144.91957950521598, -37.82559758510194], [144.9195787463005, -37.82562460673599], [144.9196115479765, -37.825670244762286], [144.9196211327171, -37.82573349589692], [144.9196430848664, -37.825760918837936], [144.91965241667728, -37.82583317718167], [144.9196741159037, -37.82586960732913], [144.91967310405224, -37.825905636175015]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5663,6436,5560,142.90567099676773
"-37.82591013978073, 144.91967297757066","{""coordinates"": [[[144.91967310405224, -37.825905636175015], [144.9196728510891, -37.82591464338644]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5665,6438,5663,0.9999999981373549
"-37.82591450745707, 144.9189002943277","{""coordinates"": [[[144.91890042085626, -37.825910003853565], [144.91890016779914, -37.82591901106057]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5676,6455,5670,1.0000000009313226
"-37.82592815420357, 144.91967247164416","{""coordinates"": [[[144.91967259812586, -37.82592365059786], [144.91967234516247, -37.82593265780927]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5677,6456,5671,1.0
"-37.826416672370414, 144.96330785547175","{""coordinates"": [[[144.96354268956392, -37.82617697862798], [144.96354219429708, -37.82619499354705], [144.96318149250186, -37.82650416494683], [144.96316964118702, -37.82652198340212], [144.96315531302753, -37.82662987642356], [144.963143709371, -37.826638687418495], [144.96314222325347, -37.826692732157845]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5679,6459,5590,70.44655502826555
"-37.825943709550145, 144.91545703463706","{""coordinates"": [[[144.915457161375, -37.82593920595653], [144.9154569078991, -37.825948213143754]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5705,6487,5698,1.0
"-37.82654202974121, 144.97925239106738","{""coordinates"": [[[144.97857947785587, -37.826382036944516], [144.97857996947047, -37.82636402185809], [144.97852490997482, -37.82629999417953], [144.97852540160125, -37.82628197909346], [144.9785370034386, -37.826273166527514], [144.97853774087292, -37.82624614389807], [144.9786305554367, -37.8261756433242], [144.97863129283434, -37.82614862069274], [144.9786665898258, -37.826104167868266], [144.9787557173382, -37.82616878035189], [144.9787552257698, -37.826186795440876], [144.9788218871894, -37.82624201042094], [144.97887817575884, -37.82626100024222], [144.97890137934314, -37.8262433750369], [144.97892409138805, -37.826243764917336], [144.97919024691268, -37.82648263935375], [144.97927962106434, -37.82653824391611], [144.97937961429452, -37.82662106595306], [144.97941343683755, -37.82663065818614], [144.9794798534488, -37.82669488036265], [144.9795250321368, -37.82670466745186], [144.97955836335544, -37.82673227474088], [144.97960403344976, -37.82672404670413], [144.97961514386617, -37.826733249127656], [144.9796141611268, -37.826769279321226], [144.9796366276605, -37.82677867661726], [144.97969193415446, -37.826833696259754], [144.97971464639136, -37.82683408599288], [144.9797482234088, -37.826852685682326], [144.97984846324783, -37.82692649979468], [144.980027705036, -37.82701969280561], [144.98012819100845, -37.82708449914162]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5711,6493,5572,214.84982007061717
"-37.8260666132047, 144.91858358770475","{""coordinates"": [[[144.91857790992177, -37.82606651282677], [144.9185892654877, -37.82606671358263]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5735,6525,5734,0.9999999975552782
"-37.82606721546734, 144.9186176544031","{""coordinates"": [[[144.91861197661996, -37.82606711509106], [144.91862333218626, -37.82606731584362]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5738,6528,5737,1.0000000011641532
"-37.82602477423447, 144.91545475334962","{""coordinates"": [[[144.91545488008808, -37.826020270640925], [144.91545462661117, -37.82602927782802]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5759,6561,5747,1.0000000018626451
"-37.82602283217279, 144.91381879617563","{""coordinates"": [[[144.9138189230135, -37.82601832858394], [144.9138186693378, -37.82602733576164]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5768,6572,5764,1.0000000009313226
"-37.82689843310866, 144.95914871173392","{""coordinates"": [[[144.95914883582086, -37.826893929391765], [144.959148587647, -37.826902936825554]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5776,6583,5773,0.9999999990686774
"-37.82690303524959, 144.95915426563914","{""coordinates"": [[[144.959148587647, -37.826902936825554], [144.9591599436313, -37.82690313367363]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5777,6584,5776,1.0000000032014214
"-37.82677193610264, 144.9523033802707","{""coordinates"": [[[144.9522436716777, -37.82680106544332], [144.9522663835172, -37.82680146046894], [144.95235922286406, -37.826730981361415]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5769,6589,5780,13.313708501150854
"-37.82594518823862, 144.9043141288171","{""coordinates"": [[[144.9039750005094, -37.82579842845318], [144.9042860717932, -37.8260472809108], [144.90433200328957, -37.82603007519261], [144.90455157902178, -37.82589880859228], [144.90464063900166, -37.82596347529574], [144.9046512300823, -37.82599069876985]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5783,6602,5728,81.3692969801893
"-37.82584456362057, 144.91038137386911","{""coordinates"": [[[144.90947425755525, -37.82618457776696], [144.9096241669816, -37.82610613454394], [144.9100266925407, -37.82593304744934], [144.9101066891805, -37.825916444171035], [144.91040498081347, -37.82581359878484], [144.91043904721798, -37.82581420340955], [144.91047362178426, -37.825796793706814], [144.9105765831852, -37.82577158601289], [144.91061064957415, -37.8257721905874], [144.91072522040875, -37.82573817712337], [144.91077064224473, -37.82573898316261], [144.91079386124488, -37.82572137185415], [144.91088546699035, -37.82569596237762], [144.91103486597157, -37.82563553160218], [144.91130942850722, -37.82556830953626]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5638,6608,5799,177.33661813928566
"-37.82765652276103, 144.97958996061692","{""coordinates"": [[[144.97959008346487, -37.8276520189876], [144.979589837769, -37.82766102653447]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5833,6642,5831,1.0000000027939677
"-37.82677744857374, 144.92647279912478","{""coordinates"": [[[144.9260173497606, -37.826549256289525], [144.9260170975627, -37.826558263536235], [144.9259593102695, -37.82659329230104], [144.9258911760725, -37.826592091998656], [144.92571957942516, -37.82663412729506], [144.9256741566086, -37.82663332700468], [144.9255595905578, -37.82666735517796], [144.9255363746266, -37.826684969491374], [144.92551214964155, -37.82673861277413], [144.92550710440028, -37.82691875764201], [144.92559593235467, -37.82699241629389], [144.9256413553891, -37.826993216620856], [144.92566482364086, -37.82696659504564], [144.92569889090612, -37.82696719527224], [144.92570999442245, -37.8269764025899], [144.92573295817243, -37.82696779548898], [144.92596007330687, -37.82697179668238], [144.92600600074513, -37.8269545823765], [144.92609709898483, -37.82694717544875], [144.9261659900671, -37.82692135390057], [144.92621141307436, -37.826922154006425], [144.92624598467773, -37.82690473957941], [144.926382505838, -37.82689813250278], [144.92641732954417, -37.82687171077541], [144.9264741082746, -37.82687271078273], [144.9265541027728, -37.82685609624844], [144.92657731852677, -37.82683848172921], [144.92664545297995, -37.826839681641275], [144.9267140916686, -37.82682286701343], [144.92680720653246, -37.82674340152362], [144.92684127371982, -37.82674400141681], [144.92687458462174, -37.826771623054036], [144.92695407476077, -37.82677302274491], [144.927045676865, -37.8267476005692], [144.9270910997911, -37.82674840033271], [144.92754810129782, -37.82665731719788], [144.92765055479234, -37.82665010894571], [144.9277895952626, -37.82655342765454], [144.92783552204472, -37.82653621261348], [144.92786958915897, -37.826536812206484], [144.9279041602109, -37.8265193972746]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5801,6661,5817,305.9979114263118
"-37.82762081071379, 144.96183285020453","{""coordinates"": [[[144.96183297413154, -37.82761630698992], [144.96183272627752, -37.82762531443766]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5857,6666,5852,1.0000000009313226
"-37.82756291557079, 144.97235695132463","{""coordinates"": [[[144.9720098097229, -37.82731442174213], [144.97203252199924, -37.827314812960786], [144.9721554667531, -37.827389024632524], [144.97268848195353, -37.827839779931125]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5860,6669,5813,84.19447306822347
"-37.826644392401036, 144.91151767227618","{""coordinates"": [[[144.91148469395574, -37.82620223562978], [144.9115506505966, -37.827086549172286]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5888,6693,5796,98.32598842641586
"-37.828137544220105, 144.974088643855","{""coordinates"": [[[144.9734646683392, -37.82812349545684], [144.97349873715655, -37.82812408187296], [144.97351033986823, -37.82811526983051], [144.97355576495454, -37.82811605169871], [144.9735668747943, -37.82812525467564], [144.97362390258726, -37.828117224468194], [144.9736569857202, -37.828153840890536], [144.97387300142287, -37.82814854682888], [144.97388460409564, -37.828139734748405], [144.97402112581344, -37.82813307235362], [144.97407716809238, -37.82816107198655], [144.97409914155378, -37.82818848536043], [144.97412185412742, -37.82818887618381], [144.9741450594263, -37.82817125197134], [144.9741457985126, -37.828144229424], [144.9741687574325, -37.82813561272206], [144.97415789387412, -37.82811740228387], [144.9741697428679, -37.828099582658155], [144.97418159185585, -37.82808176303103], [144.97419294812684, -37.82808195843486], [144.9742040580436, -37.82809116135381], [144.9743062645009, -37.82809291992973], [144.97435070424913, -37.82812973155857], [144.9744074856479, -37.82813070848628], [144.9744761159733, -37.828113865728064], [144.97454277576136, -37.828169083073206], [144.97457684462245, -37.828169669178074], [144.97458795460125, -37.8281788720624], [144.97465609233527, -37.8281800442364], [144.97469090009156, -37.82815360775221]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5885,6694,5883,130.15651332478942
"-37.828185973665775, 144.98124122653135","{""coordinates"": [[[144.98100102131284, -37.82799163497522], [144.98101237761787, -37.82799182972114], [144.98147878730316, -37.82838733299442]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5891,6697,5862,61.10823570588372
