_id,geo_point_2d,geo_shape,built,dnstr_pit,upstr_inv,upstr_pit,ref,width_mm,condition,carrying,operator,diameter,material,height_mm,form,mat_desc,dnstr_inv
16969,"-37.79553236546335, 144.95671910290466","{""coordinates"": [[144.95672436392383, -37.795503799751316], [144.9567138418855, -37.79556093117539]], ""type"": ""LineString""}",1930-01-01,1149894,,1147007,1130205,450,3.00084699280241,Stormwater,City of Melbourne,0,Metal,150,Pipe,Box Culvert,
16970,"-37.79809365422146, 144.95174404388092","{""coordinates"": [[144.95181204832642, -37.79798936873665], [144.95167603943543, -37.79819793970628]], ""type"": ""LineString""}",1920-01-01,1149785,,1149784,1129822,2800,,Stormwater,4,0,Brick,1750,Pipe,Main Drain,
16971,"-37.798536987128735, 144.95246336194305","{""coordinates"": [[144.95247706108225, -37.79852587274321], [144.95244966280387, -37.79854810151426]], ""type"": ""LineString""}",1939-01-01,1143732,,1143731,1130272,0,3.17941722040664,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
16972,"-37.79835163186746, 144.95260116919422","{""coordinates"": [[144.9527575576643, -37.79822780442435], [144.95244478072414, -37.79847545931057]], ""type"": ""LineString""}",1939-01-01,1149910,,1149909,1130270,0,3.1794172212541,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
16973,"-37.812979595508764, 144.99088321964922","{""coordinates"": [[144.99089295668912, -37.81292083529861], [144.99087348260935, -37.81303835571892]], ""type"": ""LineString""}",1937-01-01,1150916,,1150912,1133110,1500,3.15380807819738,Stormwater,City of Melbourne,0,Brick,1000,Pipe,Brick Barrel,
16974,"-37.79849261232542, 144.952423117092","{""coordinates"": [[144.95244478072414, -37.79847545931057], [144.95240145345986, -37.79850976534026]], ""type"": ""LineString""}",1939-01-01,1149911,,1149910,1130271,0,3.17941722083037,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
16975,"-37.81213198318009, 144.9505641551267","{""coordinates"": [[144.95075367594853, -37.812078539809335], [144.95037463430486, -37.81218542655084]], ""type"": ""LineString""}",1889-01-01,1150749,,1140013,1132684,0,1.9890378339038,Stormwater,City of Melbourne,150,Earthenware,0,Pipe,Earthenware,
16976,"-37.790819146120384, 144.95835287595887","{""coordinates"": [[144.95842926138064, -37.79020027354764], [144.9582764905371, -37.791438018693135]], ""type"": ""LineString""}",1995-01-01,1150272,,1149999,1130538,0,4.55752472403462,Stormwater,City of Melbourne,600,Concrete,0,Pipe,RCP 600 Diameter and above,
16977,"-37.80769290608037, 144.96167499384387","{""coordinates"": [[144.9618274794304, -37.80764891917525], [144.9615225082573, -37.80773689298549]], ""type"": ""LineString""}",1946-01-01,1148463,,1148464,1126624,0,3.34610172827133,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Unknown,
16978,"-37.79655380907214, 144.953985906708","{""coordinates"": [[144.95399238854029, -37.796554777352256], [144.9539794248757, -37.79655284079202]], ""type"": ""LineString""}",1940-01-01,1146756,,1146755,1130421,0,3.20321038319625,Stormwater,City of Melbourne,450,Earthenware,0,Pipe,Unknown,
16979,"-37.81048822355151, 144.9888241329198","{""coordinates"": [[144.9888425358903, -37.81038200984122], [144.9888057299493, -37.810594437261784]], ""type"": ""LineString""}",1905-01-01,1150842,,1147231,1132929,0,2.40086698309099,Stormwater,City of Melbourne,975,Brick,0,Pipe,Brick Barrel,
16980,"-37.83577206050757, 144.98041549742973","{""coordinates"": [[144.98043525394746, -37.83567552848662], [144.980395740912, -37.83586859252853]], ""type"": ""LineString""}",1938-01-01,1150593,,1150594,1132194,0,3.1556231943289,Stormwater,City of Melbourne,450,Earthenware,0,Pipe,Earthenware,
16981,"-37.812413376556776, 144.9362205441697","{""coordinates"": [[144.93629738956906, -37.812540125605686], [144.9361436987703, -37.81228662750787]], ""type"": ""LineString""}",2006-01-01,,,,1379338,0,4.79970463275875,Stormwater,City of Melbourne,1200,Concrete,0,Pipe,,
16982,"-37.801013909970955, 144.96863151444555","{""coordinates"": [[144.96860288584062, -37.80101398838166], [144.96866014305056, -37.80101383156025]], ""type"": ""LineString""}",,,,,,,,Stormwater,,,Unknown,,Pipe,,
16983,"-37.802790320424215, 144.92178221051563","{""coordinates"": [[144.92151228202573, -37.80276045903213], [144.9220521390055, -37.8028201818163]], ""type"": ""LineString""}",1940-01-01,1152317,,1152316,1138177,0,,Stormwater,4,0,Unknown,0,Pipe,Unknown,
16984,"-37.78824843724328, 144.9586823846402","{""coordinates"": [[144.95870116443564, -37.788108222574586], [144.95866360484482, -37.78838865191199]], ""type"": ""LineString""}",1981-01-01,1153375,,1153374,1138972,0,4.25484861489235,Stormwater,City of Melbourne,525,Concrete,0,Pipe,RCP 450 & 525 Diameter,
16985,"-37.81254673471655, 144.96774333096167","{""coordinates"": [[144.96777643297773, -37.81254283664181], [144.9677102289456, -37.812550632791286]], ""type"": ""LineString""}",1944-01-01,1150546,,1150547,1132085,0,3.29844779044036,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
16986,"-37.807180161791166, 144.91070758632645","{""coordinates"": [[144.91076739484356, -37.807251880060534], [144.91064777780934, -37.8071084435218]], ""type"": ""LineString""}",1969-01-01,1150314,,1146270,1131549,0,4.01665331122618,Stormwater,City of Melbourne,675,Concrete,0,Pipe,RCP 600 Diameter and above,
16987,"-37.795910480313026, 144.9512093270646","{""coordinates"": [[144.9513319848419, -37.795580495926046], [144.95108666928732, -37.79624046470001]], ""type"": ""LineString""}",1958-01-01,1152906,,1152905,1138454,0,3.6479075654828,Stormwater,City of Melbourne,300,Concrete,0,Pipe,Unknown,
16988,"-37.84508803756655, 144.98047459258584","{""coordinates"": [[144.9817743309643, -37.84525519350898], [144.97917485420734, -37.84492088162411]], ""type"": ""LineString""}",1889-01-01,1150746,,1151869,1132670,0,2.02446092378243,Stormwater,City of Melbourne,750,Brick,0,Pipe,Brick Barrel,
16989,"-37.81036565034675, 144.9717015124553","{""coordinates"": [[144.97165150846837, -37.810257374516254], [144.9717515164422, -37.810473926177245]], ""type"": ""LineString""}",1928-01-01,1140758,,1140757,1127247,0,2.91749743654667,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Unknown,
16990,"-37.8367003991228, 144.98007823002325","{""coordinates"": [[144.98012772603184, -37.836466399418185], [144.98002873401464, -37.83693439882741]], ""type"": ""LineString""}",1938-01-01,1142173,,1142175,1132189,0,3.15562319657701,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
16991,"-37.790103555817886, 144.92497722267814","{""coordinates"": [[144.9249913558204, -37.790093576510394], [144.9249630895359, -37.79011353512538]], ""type"": ""LineString""}",1988-01-01,,,1363557,1451724,0,4.35375690933541,Stormwater,City of Melbourne,300,Concrete,0,Pipe,,
16992,"-37.81195642174991, 144.96498498001728","{""coordinates"": [[144.96496647928527, -37.81191092108282], [144.9650034807493, -37.812001922417004]], ""type"": ""LineString""}",1883-01-01,1141003,,1141002,1128295,1000,1.88325401595898,Stormwater,City of Melbourne,0,Brick,1500,Pipe,Brick Barrel,
16993,"-37.80177305019047, 144.94182002163222","{""coordinates"": [[144.9418616097581, -37.801768293862544], [144.94177843350639, -37.801777806518395]], ""type"": ""LineString""}",1942-01-01,1144416,,1151787,1135939,0,3.25085972910409,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
16994,"-37.814624780144925, 144.94282066368612","{""coordinates"": [[144.94279432418685, -37.81463460955296], [144.94284700318536, -37.81461495073688]], ""type"": ""LineString""}",2000-01-01,1154123,,1154121,1139705,0,4.636110159138,Stormwater,City of Melbourne,150,Concrete,0,Pipe,RCP up to 375 Diameter,
16995,"-37.81304014985707, 144.9712110124012","{""coordinates"": [[144.97121654075968, -37.813038352637115], [144.9712054840427, -37.81304194707703]], ""type"": ""LineString""}",1985-01-01,1142788,,1142787,1127449,0,4.28322216346365,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
16996,"-37.810829753310074, 144.9453771898836","{""coordinates"": [[144.9452564647935, -37.810677625230056], [144.9454979149737, -37.810981881390084]], ""type"": ""LineString""}",1910-01-01,1150085,,1150084,1130793,0,2.51849878155051,Stormwater,City of Melbourne,600,Brick,0,Pipe,Brick Barrel,
16997,"-37.81515936612491, 144.9636580088324","{""coordinates"": [[144.96364453032524, -37.81513000702347], [144.96367148733958, -37.81518872522635]], ""type"": ""LineString""}",1884-01-01,1150402,,1150401,1131722,1950,,Stormwater,4,0,Brick,2550,Pipe,Main Drain,
16998,"-37.825646199460195, 144.95981847706105","{""coordinates"": [[144.9599011343371, -37.82571987753841], [144.959735819785, -37.825572521381986]], ""type"": ""LineString""}",1981-01-01,1141251,,1151316,1134540,0,4.25485011298272,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
16999,"-37.80066667507694, 144.9460389524686","{""coordinates"": [[144.9460924932571, -37.80067254015319], [144.9459854116801, -37.8006608100007]], ""type"": ""LineString""}",1930-01-01,1144390,,1150203,1131183,0,3.15213385982005,Stormwater,City of Melbourne,450,Concrete,0,Pipe,RCP 450 & 525 Diameter,
17000,"-37.8032961541164, 144.96515263209812","{""coordinates"": [[144.96518650468988, -37.8032998489382], [144.96511875950634, -37.8032924592946]], ""type"": ""LineString""}",1933-01-01,1149517,,1148305,1129118,0,3.03659314829442,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
17001,"-37.80593616514294, 144.96468489728218","{""coordinates"": [[144.9647094630468, -37.80593884493563], [144.96466033151756, -37.80593348535024]], ""type"": ""LineString""}",1933-01-01,1149515,,1148317,1129112,0,3.03659315083679,Stormwater,City of Melbourne,150,Earthenware,0,Pipe,Earthenware,
17002,"-37.80402673776439, 144.9665087457571","{""coordinates"": [[144.96653033805558, -37.803895113331244], [144.96648715345862, -37.80415836219753]], ""type"": ""LineString""}",1917-01-01,1148167,,1148164,1129079,0,2.68322148120248,Stormwater,City of Melbourne,525,Brick,0,Pipe,Brick Barrel,
17003,"-37.81720045954388, 144.95934916434325","{""coordinates"": [[144.95928966242707, -37.817216456907325], [144.95940866625943, -37.817184462180435]], ""type"": ""LineString""}",1928-01-01,1140481,,1140480,1132097,0,2.91749540413252,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
17004,"-37.81559293443795, 144.9644635824808","{""coordinates"": [[144.96447858903076, -37.815631441116885], [144.96444857593082, -37.81555442775902]], ""type"": ""LineString""}",1940-01-01,1142896,,1142895,1128581,0,3.20321114623726,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
17005,"-37.79918298863759, 144.95155013351007","{""coordinates"": [[144.95171981530333, -37.79904780745851], [144.95138045171683, -37.79931816981667]], ""type"": ""LineString""}",1939-01-01,1149913,,1143738,1130279,0,3.17941721740523,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
17006,"-37.795576787404336, 144.9234145068618","{""coordinates"": [[144.92355450760462, -37.795496787055356], [144.923274506119, -37.795656787753316]], ""type"": ""LineString""}",1995-01-01,1145326,,1145325,1133883,0,4.51848141142859,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
17007,"-37.80979105580211, 144.96710147207446","{""coordinates"": [[144.9670994794629, -37.8097868831967], [144.96710346468603, -37.80979522840751]], ""type"": ""LineString""}",1940-01-01,1152542,,1140644,1137144,0,3.20320761975099,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Unknown,
17008,"-37.81556825363732, 144.95455939468766","{""coordinates"": [[144.9545527058746, -37.81555352940399], [144.95456608350074, -37.81558297787066]], ""type"": ""LineString""}",1935-01-01,1148822,,1140057,1127101,0,3.08418046412733,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
17009,"-37.81051707493933, 144.9587928267768","{""coordinates"": [[144.95876354872487, -37.81045444350833], [144.9588221048287, -37.810579706370326]], ""type"": ""LineString""}",1950-01-01,1143912,,1143913,1128386,0,3.4413390643879,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Earthenware,
17010,"-37.80759194529159, 144.95358804331644","{""coordinates"": [[144.9535055386894, -37.80741346475489], [144.9536705479435, -37.80777042582829]], ""type"": ""LineString""}",1993-01-01,1143611,,1143612,1128435,0,4.51431187622013,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
17011,"-37.79978841028919, 144.95050447425535","{""coordinates"": [[144.95064146187795, -37.799887426576056], [144.95036748663279, -37.79968939400232]], ""type"": ""LineString""}",1917-01-01,1143762,,1143767,1130755,0,2.68322078440159,Stormwater,City of Melbourne,975,Brick,0,Pipe,Brick Barrel,
17012,"-37.79068345044891, 144.92488642549102","{""coordinates"": [[144.9248982790484, -37.790676617988694], [144.92487457193366, -37.79069028290912]], ""type"": ""LineString""}",1987-01-01,1363596,,,1451483,0,4.33024369689732,Stormwater,City of Melbourne,300,Concrete,0,Pipe,,
17013,"-37.800716922667064, 144.96982460369486","{""coordinates"": [[144.96981827942486, -37.80072038230628], [144.96983092796484, -37.800713463027854]], ""type"": ""LineString""}",,,,,,,,Stormwater,,,Unknown,,Pipe,,
17014,"-37.822162872109814, 144.9497484410149","{""coordinates"": [[144.94987543253757, -37.822116123659356], [144.9496214494922, -37.82220962056028]], ""type"": ""LineString""}",2003-01-01,1153779,-2.63,1153780,1139356,0,4.73619836390851,Stormwater,City of Melbourne,1500,Concrete,0,Pipe,RCP 600 Diameter and above,-2.66
17015,"-37.84099038564203, 144.9789583216475","{""coordinates"": [[144.97893650183025, -37.84099477689863], [144.97898014146475, -37.84098599438543]], ""type"": ""LineString""}",1940-01-01,1150992,,1150992,1137004,0,3.20320766967695,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Unknown,
17016,"-37.8211684915606, 144.96107873111077","{""coordinates"": [[144.96111972970522, -37.82114349102444], [144.96103773251636, -37.82119349209676]], ""type"": ""LineString""}",1940-01-01,1142026,,1142034,1137913,0,3.20320733968707,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Unknown,
17017,"-37.82000402546089, 144.96529493488168","{""coordinates"": [[144.96529966899652, -37.82001946690413], [144.96529020076684, -37.81998858401764]], ""type"": ""LineString""}",1986-01-01,1151215,,1141935,1134282,0,4.30673265046287,Stormwater,City of Melbourne,225,Concrete,0,Pipe,RCP up to 375 Diameter,
17018,"-37.82127941905294, 144.96239566217594","{""coordinates"": [[144.9623320123233, -37.821353217776156], [144.9624593120286, -37.82120562032973]], ""type"": ""LineString""}",1995-01-01,1141909,,1151309,1134512,0,4.56688781482349,Stormwater,City of Melbourne,850,Concrete,0,Pipe,RCP 600 Diameter and above,
17019,"-37.80916547163725, 144.97315101949562","{""coordinates"": [[144.97317952367297, -37.80916792007796], [144.9731225153182, -37.80916302319654]], ""type"": ""LineString""}",1975-01-01,1149502,,1147064,1129062,0,4.12509285058646,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
17020,"-37.793422368599465, 144.91679287644308","{""coordinates"": [[144.91688262224667, -37.793365808454986], [144.91670313063946, -37.79347892874395]], ""type"": ""LineString""}",2002-01-01,1151076,,1151075,1133899,0,4.683203391842,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
17021,"-37.80932910678224, 144.98424598648702","{""coordinates"": [[144.98361296884693, -37.809260398174416], [144.98487900412712, -37.80939781539008]], ""type"": ""LineString""}",1905-01-01,1151159,,1151158,1134115,0,2.36992440839441,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Earthenware,
17022,"-37.85026283615899, 144.9805849847153","{""coordinates"": [[144.98079807496345, -37.85022556371839], [144.98037189446717, -37.85030010859959]], ""type"": ""LineString""}",1932-01-01,1151151,,1151153,1134102,0,3.03611228246421,Stormwater,City of Melbourne,600,Brick,0,Pipe,Brick Barrel,
17023,"-37.84264709749227, 144.97810486753602","{""coordinates"": [[144.97828392701211, -37.84313883504929], [144.97792580805992, -37.84215535993525]], ""type"": ""LineString""}",1889-01-01,1151117,,1151116,1134036,0,,Stormwater,4,1050,Brick,0,Pipe,Main Drain,
17024,"-37.80933624170518, 144.96921566540635","{""coordinates"": [[144.96918655957617, -37.809274478609154], [144.96924477123656, -37.80939800480121]], ""type"": ""LineString""}",1905-01-01,1148649,,1148654,1126772,0,2.4008695124183,Stormwater,City of Melbourne,1200,Brick,0,Pipe,Brick Barrel,
17025,"-37.83289249583284, 144.91240310160754","{""coordinates"": [[144.91229760759703, -37.83291896095934], [144.91250859561808, -37.832866030706334]], ""type"": ""LineString""}",1994-01-01,1145918,,1145898,1135409,0,4.49496747922849,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
17026,"-37.83171049993402, 144.9117835863976","{""coordinates"": [[144.91171861581427, -37.83172200573263], [144.91184855698094, -37.83169899413541]], ""type"": ""LineString""}",1994-01-01,1145895,,1145896,1135415,0,4.49496747656482,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
17027,"-37.77899856221444, 144.9599710027104","{""coordinates"": [[144.959935590593, -37.778971489326814], [144.9600064148278, -37.779025635102066]], ""type"": ""LineString""}",1936-01-01,1146644,,1150002,1130546,0,3.10797223503916,Stormwater,City of Melbourne,525,Earthenware,0,Pipe,Earthenware,
17028,"-37.826647464289366, 144.95943718973658","{""coordinates"": [[144.9596138368263, -37.82649552990245], [144.95926054264686, -37.826799398676286]], ""type"": ""LineString""}",1981-01-01,1141366,,1141368,1134580,0,4.25485009886301,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
17029,"-37.824132237963184, 144.9588765711313","{""coordinates"": [[144.95892080455107, -37.824093519869784], [144.95883233771153, -37.824170956056584]], ""type"": ""LineString""}",1940-01-01,1141240,,1141240,1137665,0,3.20320741966535,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Unknown,
17030,"-37.81504277127807, 144.98292416178867","{""coordinates"": [[144.98295554272363, -37.8150459862488], [144.98289278085372, -37.81503955630734]], ""type"": ""LineString""}",1923-01-01,1150727,,1147370,1132616,0,2.79846389052587,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
17031,"-37.79836859881051, 144.94645489594225","{""coordinates"": [[144.9465794200324, -37.798382800939194], [144.9463303718521, -37.79835439668183]], ""type"": ""LineString""}",1997-01-01,1150249,,1144020,1131294,0,4.60924600288756,Stormwater,City of Melbourne,825,Concrete,0,Pipe,Unknown,
17032,"-37.794099028691, 144.92089381028296","{""coordinates"": [[144.92100858171838, -37.794223340875824], [144.92077903884754, -37.79397471650618]], ""type"": ""LineString""}",1995-01-01,1151045,,1151046,1133626,0,4.51848152551294,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
17033,"-37.81203653449937, 144.95938903622837","{""coordinates"": [[144.95924264387796, -37.81208316971072], [144.9595354285788, -37.811989899288015]], ""type"": ""LineString""}",1940-01-01,1140903,,1149195,1137192,0,3.20320759819098,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Unknown,
17034,"-37.7994162976551, 144.94338694262382","{""coordinates"": [[144.94342544239626, -37.79938179670705], [144.94334844285135, -37.79945079860315]], ""type"": ""LineString""}",1981-01-01,1144306,,1144305,1129521,0,4.2706223234175,Stormwater,City of Melbourne,1200,Concrete,0,Pipe,Unknown,
17035,"-37.827928522019995, 144.96744058558826","{""coordinates"": [[144.96745500619534, -37.827881179947404], [144.9674261649812, -37.827975864092586]], ""type"": ""LineString""}",1981-01-01,1151427,,1141748,1134918,0,4.18910144148958,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
17036,"-37.815835493643945, 144.96147314942368","{""coordinates"": [[144.96147064274976, -37.81584148676943], [144.96147565609758, -37.815829500518454]], ""type"": ""LineString""}",2001-01-01,1142849,,1142848,1131994,0,4.65969087754245,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
17037,"-37.79680503224523, 144.9625971047259","{""coordinates"": [[144.96273283660335, -37.796814725067335], [144.96246137284845, -37.79679533942313]], ""type"": ""LineString""}",1940-01-01,1152428,,1152429,1137747,0,,Stormwater,4,0,Unknown,0,Pipe,Unknown,
17038,"-37.79846129782442, 144.94544843051216","{""coordinates"": [[144.94545443079636, -37.79846179677224], [144.94544243022798, -37.798460798876604]], ""type"": ""LineString""}",2000-01-01,1144007,,1144006,1129538,0,4.63611414276729,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
17039,"-37.79701404610589, 144.921122686089","{""coordinates"": [[144.92116587144196, -37.797020298846455], [144.92107950073606, -37.79700779336533]], ""type"": ""LineString""}",1995-01-01,1145181,,1145182,1133757,0,4.55752351044543,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
17040,"-37.77921753035512, 144.94026553557546","{""coordinates"": [[144.9402644537478, -37.77896560895473], [144.94026661740315, -37.77946945175551]], ""type"": ""LineString""}",2005-01-01,1153126,,1153125,1138675,0,4.77855563468554,Stormwater,City of Melbourne,1200,Concrete,0,Pipe,RCP 600 Diameter and above,
17041,"-37.81667959074116, 144.9573025219649","{""coordinates"": [[144.95731371270713, -37.81667645279015], [144.95729133122265, -37.816682728692165]], ""type"": ""LineString""}",1926-01-01,1148997,,1140574,1127744,0,2.86991076283912,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
17042,"-37.800271044413606, 144.96990550740276","{""coordinates"": [[144.9698852612122, -37.80039160653149], [144.96992575359334, -37.80015048229573]], ""type"": ""LineString""}",,,,,,,,Stormwater,,,Unknown,,Pipe,,
17043,"-37.80057982364325, 144.96684097093777","{""coordinates"": [[144.9668284497677, -37.80057879640556], [144.96685349210782, -37.80058085088093]], ""type"": ""LineString""}",1984-01-01,1147877,,1147878,1130184,0,4.25964330354176,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
17044,"-37.79415748654894, 144.9202651890525","{""coordinates"": [[144.92022886873278, -37.794174190005435], [144.9203015093722, -37.794140783092445]], ""type"": ""LineString""}",1995-01-01,1144832,,1145261,1133590,0,4.51848154077381,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
17045,"-37.823293521720515, 144.95683081658092","{""coordinates"": [[144.95686681696023, -37.82332752187289], [144.95679481620158, -37.82325952156815]], ""type"": ""LineString""}",1940-01-01,1141967,,1141960,1137690,0,3.20320740876457,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Unknown,
17046,"-37.8043673345612, 144.96617586593598","{""coordinates"": [[144.96617797849615, -37.804350071592275], [144.9661737533758, -37.804384597530124]], ""type"": ""LineString""}",1995-01-01,1148399,,1148398,1137218,450,4.51848007331546,Stormwater,City of Melbourne,0,Concrete,225,Pipe,Box Culvert,
17047,"-37.81972507540863, 144.9812595800526","{""coordinates"": [[144.98141902191136, -37.81976658315603], [144.98110013819388, -37.81968356766122]], ""type"": ""LineString""}",2003-01-01,1152145,,1152148,1136580,0,,Stormwater,City of Melbourne,0,Concrete,0,Pipe,Unknown,
17048,"-37.80101981800138, 144.9158659671891","{""coordinates"": [[144.9157344973009, -37.8010958331531], [144.9159974370773, -37.80094380284965]], ""type"": ""LineString""}",1940-01-01,1146399,,1146401,1138054,0,3.20320728904613,Stormwater,City of Melbourne,600,Earthenware,0,Pipe,Unknown,
17049,"-37.80019443477764, 144.95041847031075","{""coordinates"": [[144.95042348629048, -37.80018744919886], [144.950413454331, -37.800201420356416]], ""type"": ""LineString""}",1929-01-01,1143765,,1143764,1130365,0,2.94135453487157,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
17050,"-37.79763381866847, 144.95250412140027","{""coordinates"": [[144.9529168461302, -37.797981853209215], [144.95209139667034, -37.79728578412773]], ""type"": ""LineString""}",1920-01-01,1146893,,1151633,1129819,0,2.72702015827682,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Earthenware,
17051,"-37.8052034103451, 144.94206624524458","{""coordinates"": [[144.9420743982958, -37.80515682154708], [144.94205809219338, -37.80524999914312]], ""type"": ""LineString""}",1926-01-01,1149731,,1144472,1129684,0,2.86990994646715,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
17052,"-37.81469597659012, 144.9575941457897","{""coordinates"": [[144.9576106235536, -37.81467247634521], [144.95757766802583, -37.81471947683504]], ""type"": ""LineString""}",1927-01-01,1140087,,1140177,1127220,0,2.89370422130889,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
17053,"-37.81472758491135, 144.95755232691687","{""coordinates"": [[144.95752698580787, -37.81473569298767], [144.95757766802583, -37.81471947683504]], ""type"": ""LineString""}",1927-01-01,1140087,,1140086,1127221,0,2.89370422087339,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
17054,"-37.80004982553353, 144.95739792941424","{""coordinates"": [[144.95742341344322, -37.80005283546072], [144.95737244538526, -37.800046815606336]], ""type"": ""LineString""}",1922-01-01,1146829,,1146830,1130020,0,2.80085205432534,Stormwater,City of Melbourne,225,Brick,0,Pipe,Brick Barrel,
17055,"-37.81253989269092, 144.95756035730813","{""coordinates"": [[144.9575422395576, -37.81251583606292], [144.95757847505868, -37.812563949318914]], ""type"": ""LineString""}",1934-01-01,1140163,,1148835,1127162,0,3.06038721004775,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
17056,"-37.78448349541745, 144.94167543727866","{""coordinates"": [[144.94169530054077, -37.784616289857986], [144.94165557401652, -37.7843507009769]], ""type"": ""LineString""}",1996-01-01,1146942,,1146941,1131029,0,4.57913135057194,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
17057,"-37.78661843846138, 144.9518397105992","{""coordinates"": [[144.95180249751067, -37.78664874046885], [144.9518769236877, -37.786588136453915]], ""type"": ""LineString""}",1940-01-01,1147021,,1147020,1137822,0,3.20320737698044,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Unknown,
17058,"-37.80940764227981, 144.96840912017166","{""coordinates"": [[144.96838960580385, -37.80941404685523], [144.96842863453944, -37.80940123770439]], ""type"": ""LineString""}",1943-01-01,1140668,,1148665,1126597,0,3.29495502649341,Stormwater,City of Melbourne,225,Concrete,0,Pipe,RCP up to 375 Diameter,
17059,"-37.81435299756185, 144.9667089089577","{""coordinates"": [[144.9669250184406, -37.81428933535743], [144.96649279947482, -37.81441665976625]], ""type"": ""LineString""}",1930-01-01,1142842,,1142839,1127428,0,2.9651489974133,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Earthenware,
17060,"-37.81403561520947, 144.9675935998486","{""coordinates"": [[144.9675921496329, -37.8140325360908], [144.96759505006435, -37.81403869432815]], ""type"": ""LineString""}",1930-01-01,1148904,,1142826,1127431,0,2.96514899613034,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Earthenware,
17061,"-37.8259596304362, 144.96464959075445","{""coordinates"": [[144.9647300635371, -37.825875681284145], [144.96456911797182, -37.826043579588266]], ""type"": ""LineString""}",2001-01-01,1152015,,1152016,1136319,0,4.69390026252506,Stormwater,City of Melbourne,1650,Concrete,0,Pipe,RCP 600 Diameter and above,
17062,"-37.80874850492441, 144.9275975575408","{""coordinates"": [[144.92832611946136, -37.80882283734647], [144.92686899562023, -37.80867417250236]], ""type"": ""LineString""}",1969-01-01,1150288,,1150292,1131439,0,3.90674990562807,Stormwater,City of Melbourne,225,Concrete,0,Pipe,Unknown,
17063,"-37.80516676592636, 144.93743873741295","{""coordinates"": [[144.93742944058013, -37.80515083525594], [144.93744803424576, -37.80518269659677]], ""type"": ""LineString""}",1938-01-01,1146437,,1146438,1130943,0,3.15562370095527,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
