_id,asset_number,asset_description,construction_material_lupvalue,grate_length,grate_material_lupvalue,grate_width,model_descr_lupvalue,model_no_lupvalue,object_type_lupvalue,overflow_kerb_lupvalue,lat,lon,location
19185,1152613,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.82316758552604,144.9597892373489,"-37.82316758552604, 144.9597892373489"
19186,1576203,SWD Pit - Grated Manhole,Not Known,,Cast Iron,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.81206849536396,144.98860187425112,"-37.81206849536396, 144.98860187425112"
19187,1145140,SWD Pit - Grated Kerbside,Precast Concrete,,Mild Steel,,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.795026866688715,144.9187505941166,"-37.795026866688715, 144.9187505941166"
19188,1150287,SWD Pit - System Node,Precast Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.80930124795072,144.93009069475954,"-37.80930124795072, 144.93009069475954"
19189,1146483,SWD Pit - Side Entry,Brick,,,,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.801344820622305,144.9126673969855,"-37.801344820622305, 144.9126673969855"
19190,1145065,SWD Pit - Grated Side Entry,Precast Concrete,915,Cast Iron,380,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.79438382212369,144.9170805206883,"-37.79438382212369, 144.9170805206883"
19191,1363419,SWD Pit - Run Through Inlet,Not Known,,,,SWD Pit - Run Through Inlet - Non Standard,300411-001,Run Through Inlet,None,-37.789667999509014,144.9424270302525,"-37.789667999509014, 144.9424270302525"
19192,1759096,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.80455286349959,144.97025817144308,"-37.80455286349959, 144.97025817144308"
19193,1153070,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.78113164379877,144.94165574473266,"-37.78113164379877, 144.94165574473266"
19194,1363468,SWD Pit - Grated Side Entry,Concrete,1045,Mild Steel,360,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.78919777362904,144.92496372679923,"-37.78919777362904, 144.92496372679923"
19195,1141454,SWD Pit - Side Entry,In Situ Concrete,,,,SWD Pit - Side Entry Pit - Large Footpath Unit,300401-002,Side Entry,None,-37.822835017985916,144.96481202579218,"-37.822835017985916, 144.96481202579218"
19196,1152872,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.8192575735382,144.96162093717356,"-37.8192575735382, 144.96162093717356"
19197,1575386,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.787582051950224,144.942231328026,"-37.787582051950224, 144.942231328026"
19198,1607780,SWD Pit - Side Entry,In Situ Concrete,,,,SWD Pit - Side Entry Pit - Large Footpath Unit,300401-002,Side Entry,None,-37.82044399709029,144.96526952807307,"-37.82044399709029, 144.96526952807307"
19199,1582384,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - 900x600 Class D Gatic,300410-005,Junction,None,-37.82143748743193,144.96889898750334,"-37.82143748743193, 144.96889898750334"
19200,1151056,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.79489946877784,144.9192672529062,"-37.79489946877784, 144.9192672529062"
19201,1144494,SWD Pit - Run Through Inlet,Brick,460,Cast Iron,460,SWD Pit - Laneway Type - 450x450 Frame and Grate,300407-001,Lane Type,None,-37.80539193781365,144.9441328004064,"-37.80539193781365, 144.9441328004064"
19202,1142253,SWD Pit - Grated Kerbside,Brick,300,Mild Steel,100,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.829072437836984,144.9726486416842,"-37.829072437836984, 144.9726486416842"
19203,1599803,SWD Pit - Grated Manhole,Not Known,,Cast Iron,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.792302938714116,144.94077657260152,"-37.792302938714116, 144.94077657260152"
19204,1363885,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.78825609782634,144.9294981728387,"-37.78825609782634, 144.9294981728387"
19205,1140969,SWD Pit - Grated OFK,Brick,1030,Mild Steel,620,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.81127302716972,144.9620090115419,"-37.81127302716972, 144.9620090115419"
19206,1142046,SWD Pit - Side Entry,In Situ Concrete,,,,SWD Pit - Side Entry Pit - Non Standard,300401-004,Side Entry,None,-37.82050647735269,144.96912854407478,"-37.82050647735269, 144.96912854407478"
19207,1363213,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.789642030999055,144.92775704788554,"-37.789642030999055, 144.92775704788554"
19208,1144912,SWD Pit - Grated Side Entry,Precast Concrete,930,Mild Steel,430,SWD Pit - Grated Side Entry Pit - Non Standard Frame and Grate,300402-003,Grated Side Entry,None,-37.79351180164473,144.91939749141045,"-37.79351180164473, 144.91939749141045"
19209,1582603,SWD Pit - Lane Type,In Situ Concrete,690,Mild Steel,680,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79288167755649,144.94079741083655,"-37.79288167755649, 144.94079741083655"
19210,1363838,SWD Pit - Grated OFK,Not Known,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.77747128865785,144.9384431110776,"-37.77747128865785, 144.9384431110776"
19211,1150112,SWD Pit - System Node,Brick,,,,SWD Pit - System Node,300414-000,System Node,None,-37.80310822940461,144.9269769287855,"-37.80310822940461, 144.9269769287855"
19212,1151128,SWD Pit - Junction,Brick,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.83917631288422,144.97682859103762,"-37.83917631288422, 144.97682859103762"
19213,1154322,SWD Pit - Grated Manhole,Precast Concrete,,Mild Steel,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.82511142587778,144.94729481803262,"-37.82511142587778, 144.94729481803262"
19214,1152112,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81710393938368,144.96367782298722,"-37.81710393938368, 144.96367782298722"
19215,1644941,SWD Pit - Grated Manhole,Brick,,Mild Steel,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.792593010436015,144.97126020332098,"-37.792593010436015, 144.97126020332098"
19216,1582475,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.82173801082515,144.96150895500395,"-37.82173801082515, 144.96150895500395"
19217,1140061,SWD Pit - Laneway Type,Brick,720,Mild Steel,700,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.815592567457934,144.95485869819294,"-37.815592567457934, 144.95485869819294"
19218,1154217,SWD Pit - System Node,In Situ Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.818039553148544,144.9455426180795,"-37.818039553148544, 144.9455426180795"
19219,1149982,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - 900x600 Class D Gatic,300410-005,Junction,None,-37.79571483987033,144.93527745961387,"-37.79571483987033, 144.93527745961387"
19220,1150172,SWD Pit - System Node,Precast Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.785619745715124,144.95900654173448,"-37.785619745715124, 144.95900654173448"
19221,1143893,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81096645667618,144.95742751193947,"-37.81096645667618, 144.95742751193947"
19222,1151700,SWD Pit - System Node,Other,,,,SWD Pit - System Node,300414-000,System Node,None,-37.816195016377414,144.96252149812778,"-37.816195016377414, 144.96252149812778"
19223,1140312,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.818001545450244,144.95596172487254,"-37.818001545450244, 144.95596172487254"
19224,1582417,SWD Pit - Other,Not Known,,,,SWD Pit - Other,300417-000,Other,None,-37.819781753865065,144.97314520233775,"-37.819781753865065, 144.97314520233775"
19225,1144700,SWD Pit - Grated Side Entry,Precast Concrete,910,Mild Steel,430,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.79984081478481,144.93430850496117,"-37.79984081478481, 144.93430850496117"
19226,1658731,SWD Pit - Not Known,Not Known,,,,SWD Pit - Not Known,300418-000,Not Known,None,-37.83032107606074,144.96958252571093,"-37.83032107606074, 144.96958252571093"
19227,1639848,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.79551375506348,144.93051626242146,"-37.79551375506348, 144.93051626242146"
19228,1145850,SWD Pit - Junction,Brick,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.82353105357391,144.9086655329802,"-37.82353105357391, 144.9086655329802"
19229,1146159,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.80953889169204,144.93267633897867,"-37.80953889169204, 144.93267633897867"
19230,1152975,SWD Pit - System Node,Other,,,,SWD Pit - System Node,300414-000,System Node,None,-37.8239620568593,144.95680089849316,"-37.8239620568593, 144.95680089849316"
19231,1147608,SWD Pit - Lane Type,Cast Iron Concrete Infill,510,Cast Iron,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.812436918646526,144.97755456661577,"-37.812436918646526, 144.97755456661577"
19232,1150215,SWD Pit - System Node,Brick,,,,SWD Pit - System Node,300414-000,System Node,None,-37.787909409851466,144.9446030193119,"-37.787909409851466, 144.9446030193119"
19233,1142303,SWD Pit - Grated Side Entry,Precast Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.82939134345196,144.98473059787443,"-37.82939134345196, 144.98473059787443"
19234,1363908,SWD Pit - Side Entry,Not Known,,,,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.7899552746895,144.9335882996544,"-37.7899552746895, 144.9335882996544"
19235,1146324,SWD Pit - Side Entry,Precast Concrete,,,,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.807407771676594,144.91677740363747,"-37.807407771676594, 144.91677740363747"
19236,1149053,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.812400765438056,144.96920744500608,"-37.812400765438056, 144.96920744500608"
19237,1375485,SWD Pit - Junction,Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81039637076577,144.9799112227296,"-37.81039637076577, 144.9799112227296"
19238,1154306,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.82500591067452,144.94861915106168,"-37.82500591067452, 144.94861915106168"
19239,1151289,SWD Pit - System Node,Precast Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.82356359289628,144.93783809252614,"-37.82356359289628, 144.93783809252614"
19240,1147187,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81591829846186,144.98011887338362,"-37.81591829846186, 144.98011887338362"
19241,1759147,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.810757919353804,144.971110329875,"-37.810757919353804, 144.971110329875"
19242,1794144,SWD Pit - Grated OFK,In Situ Concrete,1030,Mild Steel,570,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.82129123108403,144.9432907715257,"-37.82129123108403, 144.9432907715257"
19243,1146377,SWD Pit - Side Entry,Precast Concrete,,,,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.805385993420586,144.91699630161617,"-37.805385993420586, 144.91699630161617"
19244,1146055,SWD Pit - Grated Kerbside,Precast Concrete,400,Mild Steel,300,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.81105686786337,144.92643634214613,"-37.81105686786337, 144.92643634214613"
19245,1148699,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.809747607793895,144.96682073635364,"-37.809747607793895, 144.96682073635364"
19246,1658222,SWD Pit - Head Wall Inlet,Bluestone,,,,SWD Pit - Head Wall Inlet,300416-000,Head Wall Inlet,None,-37.79825966760463,144.9363109506767,"-37.79825966760463, 144.9363109506767"
19247,1145302,SWD Pit - Grated Side Entry,Precast Concrete,980,Mild Steel,430,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.795620761558325,144.9217114965811,"-37.795620761558325, 144.9217114965811"
19248,1140330,SWD Pit - Grated Kerbside,Brick,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.82045941687595,144.95586881063667,"-37.82045941687595, 144.95586881063667"
19249,1153214,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.77664715128855,144.94163209025282,"-37.77664715128855, 144.94163209025282"
19250,1145950,SWD Pit - Grated Kerbside,Precast Concrete,,Mild Steel,,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.82900789739736,144.91825044289033,"-37.82900789739736, 144.91825044289033"
19251,1759335,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81245498368514,144.9718878688187,"-37.81245498368514, 144.9718878688187"
19252,1150146,SWD Pit - System Node,Brick,,,,SWD Pit - System Node,300414-000,System Node,None,-37.78169715351856,144.95715433081708,"-37.78169715351856, 144.95715433081708"
19253,1150107,SWD Pit - Pipe to Pipe,None,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.80777541407452,144.94574161104478,"-37.80777541407452, 144.94574161104478"
19254,1150590,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Bluestone,-37.83304415301654,144.98442940373948,"-37.83304415301654, 144.98442940373948"
19255,1150295,SWD Pit - System Node,Precast Concrete,,,,SWD Pit - System Node,300414-000,System Node,None,-37.808918824713594,144.9292674265476,"-37.808918824713594, 144.9292674265476"
19256,1150493,SWD Pit - Pipe to Pipe,None,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.796459258373126,144.9706015868671,"-37.796459258373126, 144.9706015868671"
19257,1140240,SWD Pit - Grated Manhole,Brick,,Mild Steel,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.815041518489984,144.95521264893904,"-37.815041518489984, 144.95521264893904"
19258,1141177,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.813820700577516,144.9606949831011,"-37.813820700577516, 144.9606949831011"
19259,1576192,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.80915889933661,144.97213219873132,"-37.80915889933661, 144.97213219873132"
19260,1755515,SWD Pit - Junction,Concrete,,,,SWD Pit - Junction Pit - 450x450 Class C Gatic,300410-001,Junction,None,-37.803836830774415,144.9605019361273,"-37.803836830774415, 144.9605019361273"
19261,1673453,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.82234581885835,144.97195420563207,"-37.82234581885835, 144.97195420563207"
19262,1144851,SWD Pit - Grated Side Entry,Precast Concrete,930,Mild Steel,430,SWD Pit - Grated Side Entry Pit - Non Standard Frame and Grate,300402-003,Grated Side Entry,None,-37.7930428160644,144.92160647270845,"-37.7930428160644, 144.92160647270845"
19263,1147031,SWD Pit - Grated Kerbside,Precast Concrete,,Mild Steel,,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.784192749167595,144.95495544278597,"-37.784192749167595, 144.95495544278597"
19264,1154242,SWD Pit - Pipe to Pipe,Other,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.81905775875692,144.94616077972603,"-37.81905775875692, 144.94616077972603"
19265,1146904,SWD Pit - Side Entry,Precast Concrete,,,,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.79143467167594,144.94508039209452,"-37.79143467167594, 144.94508039209452"
19266,1578338,SWD Pit - Grated Manhole,Mild Steel,,Mild Steel,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.799447853943065,144.93494284695262,"-37.799447853943065, 144.93494284695262"
19267,1794040,SWD Pit - Trench Grate,In Situ Concrete,1300,Mild Steel,390,SWD Pit - Trench Grate - Non Standard Frame and Grate,300409-001,Trench Grate,None,-37.8207064958355,144.9417508527004,"-37.8207064958355, 144.9417508527004"
19268,1800792,SWD Pit - Grated Kerbside,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - 915x381 Frame and Grate,300404-001,Grated Kerbside,None,-37.82201692966789,144.95245183811176,"-37.82201692966789, 144.95245183811176"
19269,1154298,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.827023733863925,144.95219664889848,"-37.827023733863925, 144.95219664889848"
19270,1363591,SWD Pit - Grated Side Entry,Not Known,915,Mild Steel,435,SWD Pit - Grated Side Entry Pit - Unclassified,300402-000,Grated Side Entry,None,-37.78996417054852,144.92466929524093,"-37.78996417054852, 144.92466929524093"
19271,1794769,SWD Pit - Pipe to Pipe,Other,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.816254267046084,144.94574047497684,"-37.816254267046084, 144.94574047497684"
19272,1148079,SWD Pit - Grated Manhole,Brick,,Mild Steel,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.80126442433943,144.97421770019113,"-37.80126442433943, 144.97421770019113"
