_id,asset_number,asset_description,construction_material_lupvalue,grate_length,grate_material_lupvalue,grate_width,model_descr_lupvalue,model_no_lupvalue,object_type_lupvalue,overflow_kerb_lupvalue,lat,lon,location
5533,1810910,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.810709418106114,144.9466797530156,"-37.810709418106114, 144.9466797530156"
5534,1810941,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.7981604179105,144.94448141422782,"-37.7981604179105, 144.94448141422782"
5535,1810762,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.811890327922164,144.93840784509752,"-37.811890327922164, 144.93840784509752"
5536,1810727,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.81143666317834,144.93787693669353,"-37.81143666317834, 144.93787693669353"
5537,1810844,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.80690834071354,144.94880410430625,"-37.80690834071354, 144.94880410430625"
5538,1810869,SWD Pit - Grated OFK,In Situ Concrete,1000,Galvanised Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.8089124411177,144.9448335536257,"-37.8089124411177, 144.9448335536257"
5539,1810659,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.79893873587341,144.94433013970993,"-37.79893873587341, 144.94433013970993"
5540,1810584,SWD Pit - Grated Side Entry,Brick,920,Mild Steel,670,SWD Pit - Grated Side Entry Pit - Non Standard Frame and Grate,300402-003,Grated Side Entry,None,-37.79901484132277,144.9443224647552,"-37.79901484132277, 144.9443224647552"
5541,1810712,SWD Pit - Grated OFK,Precast Concrete,900,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.81541793852531,144.93583433638847,"-37.81541793852531, 144.93583433638847"
5542,1472911,Grated Manhole,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.83305043686033,144.9743572715524,"-37.83305043686033, 144.9743572715524"
5543,1810745,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.815748353336176,144.93536404408238,"-37.815748353336176, 144.93536404408238"
5544,1794284,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,900,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81562202309431,144.9379669894301,"-37.81562202309431, 144.9379669894301"
5545,1810919,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81104693905431,144.9363613666159,"-37.81104693905431, 144.9363613666159"
5546,1452340,Not Known,Brick,,,,SWD Pit - Not Known,,Not Known,,-37.80706898963248,144.9691000070615,"-37.80706898963248, 144.9691000070615"
5547,1140820,SWD Pit - Grated OFK,Brick,620,Mild Steel,620,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.811520907453,144.96845289038822,"-37.811520907453, 144.96845289038822"
5548,1810629,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.79942725917184,144.9497629264325,"-37.79942725917184, 144.9497629264325"
5549,1153024,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.82789239895885,144.9875904229752,"-37.82789239895885, 144.9875904229752"
5550,1810620,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.79648993097092,144.9539528926192,"-37.79648993097092, 144.9539528926192"
5551,1810682,SWD Pit - Lane Type,In Situ Concrete,650,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79975154937777,144.9416653490833,"-37.79975154937777, 144.9416653490833"
5552,1153026,SWD Pit - System Node,Not Known,0,None,0,SWD Pit - System Node,300414-000,System Node,None,-37.84502644251346,144.97903076512063,"-37.84502644251346, 144.97903076512063"
5553,1810939,SWD Pit - Lane Type,In Situ Concrete,1050,Mild Steel,1050,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.811084226177094,144.93594368251786,"-37.811084226177094, 144.93594368251786"
5554,1810689,SWD Pit - Head Wall Inlet,In Situ Concrete,,,,SWD Pit - Head Wall Inlet,300416-000,Head Wall Inlet,None,-37.81498395959501,144.93644245990654,"-37.81498395959501, 144.93644245990654"
5555,1810934,SWD Pit - Lane Type,In Situ Concrete,640,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79938888127709,144.95042111346447,"-37.79938888127709, 144.95042111346447"
5556,1810936,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81432709687097,144.93857247089,"-37.81432709687097, 144.93857247089"
5557,1810931,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.794953659136375,144.94645377568335,"-37.794953659136375, 144.94645377568335"
5558,1810876,SWD Pit - Lane Type,In Situ Concrete,900,Mild Steel,650,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.811639422464815,144.93793842694402,"-37.811639422464815, 144.93793842694402"
5559,1673442,SWD Pit - Grated OFK,In Situ Concrete,890,Mild Steel,630,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.83542032846645,144.98046184884913,"-37.83542032846645, 144.98046184884913"
5560,1810873,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,1000,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81076295711739,144.93583052164877,"-37.81076295711739, 144.93583052164877"
5561,1810921,SWD Pit - Pipe to Pipe,Other,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.81526450159656,144.93674112911563,"-37.81526450159656, 144.93674112911563"
5562,1810643,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.800123393983576,144.94975639711046,"-37.800123393983576, 144.94975639711046"
5563,1810717,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,750,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81234730964525,144.9458121990924,"-37.81234730964525, 144.9458121990924"
5564,1376046,Side Entry Pit,In Situ Concrete,,,,SWD Pit - Not Known,,Side Entry,,-37.84098134697899,144.97889982764147,"-37.84098134697899, 144.97889982764147"
5565,1140641,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.809677818619186,144.96711604799412,"-37.809677818619186, 144.96711604799412"
5566,1810699,SWD Pit - Lane Type,In Situ Concrete,700,Mild Steel,650,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.8006592650097,144.9428493664298,"-37.8006592650097, 144.9428493664298"
5567,1810602,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.79669323141641,144.95372957398746,"-37.79669323141641, 144.95372957398746"
5568,1810781,SWD Pit - Pipe to Pipe,Other,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.81151207627543,144.93540243731545,"-37.81151207627543, 144.93540243731545"
5569,1152141,SWD Pit - Junction,Precast Concrete,0,None,0,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,Not Known,-37.81965701391562,144.98095952101204,"-37.81965701391562, 144.98095952101204"
5570,1810823,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81257426041017,144.94037167690297,"-37.81257426041017, 144.94037167690297"
5571,1147339,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81364663373711,144.99052797186064,"-37.81364663373711, 144.99052797186064"
5572,1810767,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81181293433095,144.93849632678712,"-37.81181293433095, 144.93849632678712"
5573,1810603,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.799732754776166,144.9462614528346,"-37.799732754776166, 144.9462614528346"
5574,1453392,Not Known,Not Known,,,,SWD Pit - Not Known,,Not Known,,-37.824444724180196,144.97332403519633,"-37.824444724180196, 144.97332403519633"
5575,1154672,SWD Pit - Other,Not Known,,None,,,,Other,None,-37.813210703297806,144.98078585683723,"-37.813210703297806, 144.98078585683723"
5576,1376255,Grated Manhole,Brick,,,,SWD Pit - Not Known,,Grated Manhole,,-37.82546165076409,144.97753462816576,"-37.82546165076409, 144.97753462816576"
5577,1140998,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81127673311711,144.96602807088996,"-37.81127673311711, 144.96602807088996"
5578,1810759,SWD Pit - Lane Type,Precast Concrete,1000,Galvanised Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81144101323072,144.93763134774696,"-37.81144101323072, 144.93763134774696"
5579,1810698,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.806033058320956,144.9482884699208,"-37.806033058320956, 144.9482884699208"
5580,1810776,SWD Pit - Trench Grate,In Situ Concrete,9999,Mild Steel,300,SWD Pit - Trench Grate - Non Standard Frame and Grate,300409-001,Trench Grate,None,-37.80699997833739,144.9478465598098,"-37.80699997833739, 144.9478465598098"
5581,1810835,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79871566336268,144.94058372686266,"-37.79871566336268, 144.94058372686266"
5582,1141522,SWD Pit - Grated Side Entry,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Side Entry Pit - Non Standard Frame and Grate,300402-003,Grated Side Entry,None,-37.822886016021464,144.9663239972762,"-37.822886016021464, 144.9663239972762"
5583,1452695,Grated Manhole,Precast Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.78279101618873,144.94163196266746,"-37.78279101618873, 144.94163196266746"
5584,1810728,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.811487664998154,144.93785609372162,"-37.811487664998154, 144.93785609372162"
5585,1794329,SWD Pit - Grated OFK,In Situ Concrete,970,Mild Steel,360,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.820494049372925,144.95040667730186,"-37.820494049372925, 144.95040667730186"
5586,1810700,SWD Pit - Lane Type,In Situ Concrete,700,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.800626106526586,144.9425504525084,"-37.800626106526586, 144.9425504525084"
5587,1810859,SWD Pit - Side Entry,In Situ Concrete,,,,SWD Pit - Side Entry Pit - Non Standard,300401-004,Side Entry,None,-37.80672500593963,144.9490348667775,"-37.80672500593963, 144.9490348667775"
5588,1810828,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.811945392279924,144.94841253029082,"-37.811945392279924, 144.94841253029082"
5589,1810811,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Bluestone,-37.80718483255844,144.95351801285605,"-37.80718483255844, 144.95351801285605"
5590,1810672,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.798252058214814,144.94142668478122,"-37.798252058214814, 144.94142668478122"
5591,1810906,SWD Pit - Not Known,Not Known,,,,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.81104691599961,144.93623664617067,"-37.81104691599961, 144.93623664617067"
5592,1658607,SWD Pit - Not Known,Not Known,0,None,0,SWD Pit - Not Known,300418-000,Not Known,None,-37.828120229687904,144.96412418353611,"-37.828120229687904, 144.96412418353611"
5593,1810860,SWD Pit - Grated Side Entry,In Situ Concrete,1040,Cmb Conc & Cast Iron,350,SWD Pit - Grated Side Entry Pit - Non Standard Frame and Grate,300402-003,Grated Side Entry,None,-37.80578782175535,144.9481938292717,"-37.80578782175535, 144.9481938292717"
5594,1810775,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.810673988505464,144.94887652285362,"-37.810673988505464, 144.94887652285362"
5595,1810907,SWD Pit - Junction,Not Known,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.80647071481593,144.950247127041,"-37.80647071481593, 144.950247127041"
5596,1794218,SWD Pit - Lane Type,In Situ Concrete,1050,Mild Steel,1050,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.815049664957975,144.9482159483268,"-37.815049664957975, 144.9482159483268"
5597,1758479,SWD Pit - Lane Type,In Situ Concrete,630,Mild Steel,630,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.7973840019002,144.96561604160306,"-37.7973840019002, 144.96561604160306"
5598,1810807,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81268352145498,144.94020904373247,"-37.81268352145498, 144.94020904373247"
5599,1810720,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81147552071699,144.93641701908132,"-37.81147552071699, 144.93641701908132"
5600,1810749,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.812397220856354,144.93629253039416,"-37.812397220856354, 144.93629253039416"
5601,1810673,SWD Pit - Lane Type,Not Known,940,Mild Steel,650,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79932129396948,144.9405603182871,"-37.79932129396948, 144.9405603182871"
5602,1144651,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.7957513097073,144.9351165434553,"-37.7957513097073, 144.9351165434553"
5603,1810707,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.803105350766145,144.95509793722937,"-37.803105350766145, 144.95509793722937"
5604,1810788,SWD Pit - Junction,Precast Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81136950187945,144.93705755078065,"-37.81136950187945, 144.93705755078065"
5605,1376370,Grated Manhole,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.82162817380651,144.98422651851666,"-37.82162817380651, 144.98422651851666"
5606,1810843,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.81147842226611,144.93644374553065,"-37.81147842226611, 144.93644374553065"
5607,1810852,SWD Pit - Lane Type,In Situ Concrete,660,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.799567916761255,144.9400125256961,"-37.799567916761255, 144.9400125256961"
5608,1810604,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.799485155298406,144.94899414780556,"-37.799485155298406, 144.94899414780556"
5609,1810911,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.8072908058855,144.95452393915053,"-37.8072908058855, 144.95452393915053"
5610,1810746,SWD Pit - Lane Type,In Situ Concrete,700,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.8151580277137,144.93698025903842,"-37.8151580277137, 144.93698025903842"
5611,1810937,SWD Pit - Lane Type,In Situ Concrete,520,Mild Steel,520,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.814265974070054,144.9387616017902,"-37.814265974070054, 144.9387616017902"
5612,1142748,SWD Pit - Grated Kerbside,Brick,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.815739395747165,144.97293349860976,"-37.815739395747165, 144.97293349860976"
5613,1810589,SWD Pit - Grated OFK,Brick,730,Mild Steel,630,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Bluestone,-37.79584118734457,144.95457621454932,"-37.79584118734457, 144.95457621454932"
5614,1810793,SWD Pit - Pipe to Pipe,Other,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.811172448701434,144.9456933475626,"-37.811172448701434, 144.9456933475626"
5615,1810758,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.81295192464809,144.9393251054298,"-37.81295192464809, 144.9393251054298"
5616,1810908,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.80629695586703,144.95015322878425,"-37.80629695586703, 144.95015322878425"
5617,1810913,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.79547086938378,144.9559346818334,"-37.79547086938378, 144.9559346818334"
5618,1452259,Grated Manhole,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.8201470262573,144.97158201682961,"-37.8201470262573, 144.97158201682961"
5619,1810661,SWD Pit - Pipe to Pipe,Other,,,,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.79680767912922,144.95458021856174,"-37.79680767912922, 144.95458021856174"
5620,1810724,SWD Pit - Lane Type,Precast Concrete,1000,Galvanised Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81139151409763,144.9367605820939,"-37.81139151409763, 144.9367605820939"
5621,1810898,SWD Pit - Lane Type,In Situ Concrete,860,Mild Steel,760,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.810707370136065,144.9466604996239,"-37.810707370136065, 144.9466604996239"
5622,1810591,SWD Pit - Lane Type,In Situ Concrete,900,Mild Steel,650,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79970601646705,144.93998904087218,"-37.79970601646705, 144.93998904087218"
5623,1810625,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.79947707857083,144.9489391753233,"-37.79947707857083, 144.9489391753233"
5624,1810582,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.79607378310347,144.95908498494944,"-37.79607378310347, 144.95908498494944"
5625,1810605,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.79949731333646,144.94899369791924,"-37.79949731333646, 144.94899369791924"
5626,1810814,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.799237633732325,144.94002783479613,"-37.799237633732325, 144.94002783479613"
5627,1810803,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.81264193449485,144.94031992931662,"-37.81264193449485, 144.94031992931662"
5628,1579953,SWD Pit - Not Known,,,,,,300418-000,Not Known,,-37.81488837857147,144.9794014156466,"-37.81488837857147, 144.9794014156466"
5629,1588247,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.80695748372134,144.9672441525019,"-37.80695748372134, 144.9672441525019"
5630,1810651,SWD Pit - Lane Type,In Situ Concrete,430,Mild Steel,430,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79983365807744,144.94939881944808,"-37.79983365807744, 144.94939881944808"
5631,1141875,SWD Pit - Lane Type,In Situ Concrete,660,Mild Steel,660,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.821155116712184,144.96472218776435,"-37.821155116712184, 144.96472218776435"
5632,1810716,SWD Pit - Junction,Brick,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,Concrete,-37.80174585375173,144.95469419471303,"-37.80174585375173, 144.95469419471303"
5633,1810753,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.809548734630276,144.95131196497502,"-37.809548734630276, 144.95131196497502"
5634,1142982,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.81613228222165,144.96135975651688,"-37.81613228222165, 144.96135975651688"
5635,1810711,SWD Pit - Side Entry,Precast Concrete,,,,SWD Pit - Side Entry Pit - VicRoads Type,300401-003,Side Entry,None,-37.812431720123556,144.94585699994585,"-37.812431720123556, 144.94585699994585"
5636,1810702,SWD Pit - Junction,Brick,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.79937536850269,144.9486357997125,"-37.79937536850269, 144.9486357997125"
5637,1810665,SWD Pit - Lane Type,In Situ Concrete,960,Mild Steel,660,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.7996718129794,144.9411611452149,"-37.7996718129794, 144.9411611452149"
5638,1810644,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.801880976762305,144.95152852314465,"-37.801880976762305, 144.95152852314465"
5639,1810779,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.809267980207785,144.95035173792053,"-37.809267980207785, 144.95035173792053"
5640,1810805,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,1000,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.810551097511826,144.93604678813023,"-37.810551097511826, 144.93604678813023"
5641,1797620,SWD Pit - Grated OFK,Concrete,937,Cast Iron,549,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.79273148968551,144.94547440390534,"-37.79273148968551, 144.94547440390534"
5642,1140832,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.812311140504065,144.96800843993617,"-37.812311140504065, 144.96800843993617"
5643,1810645,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.79921429255013,144.95034166951615,"-37.79921429255013, 144.95034166951615"
5644,1154703,SWD Pit - Other,Not Known,,None,,,,Other,None,-37.81323509813905,144.9780429326137,"-37.81323509813905, 144.9780429326137"
5645,1378431,SWD Pit - Lane Type,Cast Iron Concrete Infill,350,Cast Iron,350,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.818891709175695,144.96747581882352,"-37.818891709175695, 144.96747581882352"
5646,1810784,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.81266373164013,144.9388772747033,"-37.81266373164013, 144.9388772747033"
5647,1810587,SWD Pit - Grated Side Entry,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Side Entry Pit - Non Standard Frame and Grate,300402-003,Grated Side Entry,None,-37.79962545121949,144.94592711623062,"-37.79962545121949, 144.94592711623062"
5648,1810757,SWD Pit - Grated OFK,Precast Concrete,930,Cast Iron,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Bluestone,-37.80663304279622,144.951496706253,"-37.80663304279622, 144.951496706253"
5649,1810889,SWD Pit - Lane Type,In Situ Concrete,640,Mild Steel,600,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81197490793698,144.93809675253624,"-37.81197490793698, 144.93809675253624"
5650,1810827,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81105776748858,144.94556124119268,"-37.81105776748858, 144.94556124119268"
5651,1376186,Grated Manhole,Not Known,,,,SWD Pit - Not Known,,Grated Manhole,,-37.823577783459925,144.9725017047607,"-37.823577783459925, 144.9725017047607"
5652,1810646,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.800544199078004,144.95197046028127,"-37.800544199078004, 144.95197046028127"
5653,1810932,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.794926122680174,144.9461976546692,"-37.794926122680174, 144.9461976546692"
5654,1810667,SWD Pit - Lane Type,Other,930,Mild Steel,920,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.799537506165905,144.94090161526643,"-37.799537506165905, 144.94090161526643"
5655,1810739,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - 600x600 Class C Gatic,300410-003,Junction,None,-37.81078730001942,144.9486042942748,"-37.81078730001942, 144.9486042942748"
5656,1150784,SWD Pit - System Node,Brick,0,None,0,SWD Pit - System Node,300414-000,System Node,None,-37.82461682936666,144.9888580103501,"-37.82461682936666, 144.9888580103501"
5657,1810884,SWD Pit - Lane Type,In Situ Concrete,700,Mild Steel,700,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81166250662504,144.93950419518433,"-37.81166250662504, 144.93950419518433"
