id,asset_number,asset_description,construction_material_lupvalue,grate_length,grate_material_lupvalue,grate_width,model_descr_lupvalue,model_no_lupvalue,object_type_lupvalue,overflow_kerb_lupvalue,lat,lon,construction_material_group
12993,1363336,SWD Pit - Lane Type,In Situ Concrete,930,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.78961730279834,144.93900709142986,Concrete/Concrete Composite
12994,1153109,SWD Pit - Grated Manhole,Precast Concrete,NA,Mild Steel,NA,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.77976062235426,144.94219381565998,Concrete/Concrete Composite
12995,1794394,SWD Pit - Lane Type,In Situ Concrete,940,Mild Steel,430,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.814498700918854,144.9472188460421,Concrete/Concrete Composite
12996,1757794,SWD Pit - Submerged,In Situ Concrete,NA,NA,NA,SWD Pit - Submerged,300415-000,Submerged,None,-37.80728184247052,144.96382909831092,Concrete/Concrete Composite
12997,1144290,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.7985919642096,144.93955003862567,Brick
12998,1153378,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81567328122532,144.96222208889483,Concrete/Concrete Composite
12999,1148115,SWD Pit - Grated OFK,Brick,920,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.78029464131471,144.96272633148646,Brick
13000,1140528,SWD Pit - Junction,Not Known,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.817891788157205,144.95418747797837,Unknown
13001,1154712,SWD Pit - Other,Not Known,NA,None,NA,NA,NA,Other,None,-37.81343556677598,144.98013020088166,Unknown
13002,1140876,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Bluestone,-37.810855909597095,144.96067342359387,Brick
13003,1452245,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82053500965744,144.97271902769714,Brick
13004,1314085,SWD Pit - Junction,Not Known,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.795385895019315,144.93529195600442,Unknown
13005,1472759,Junction Pit,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Junction,NA,-37.83232795560692,144.97280699504142,Brick
13006,1567013,SWD Pit - Junction,Concrete,NA,NA,NA,SWD Pit - Junction Pit - 450x450 Class C Gatic,300410-001,Junction,None,-37.81397882136777,144.96260344600034,Concrete/Concrete Composite
13007,1658761,SWD Pit - Not Known,Not Known,0,None,0,SWD Pit - Not Known,300418-000,Not Known,None,-37.824976699969625,144.9700605376093,Unknown
13008,1141296,SWD Pit - Grated OFK,Brick,800,Mild Steel,400,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.820998531423726,144.9560108247061,Brick
13009,1153021,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.82629932947798,144.98666457867697,Concrete/Concrete Composite
13010,1147539,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81742997899984,144.9679235107264,Concrete/Concrete Composite
13011,1569216,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.7928757680954,144.94074806208567,Concrete/Concrete Composite
13012,1140396,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81875740127334,144.96231221737156,Concrete/Concrete Composite
13013,1759249,SWD Pit - Lane Type,Precast Concrete,300,Mild Steel,300,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81005520631312,144.97251398188484,Concrete/Concrete Composite
13014,1753976,SWD Pit - Lane Type,Cmb Conc & Cast Iron,NA,NA,NA,SWD Pit - Junction Pit - 600x600 Class C Gatic,300410-003,Junction,None,-37.81255156110211,144.96770480445204,Concrete/Concrete Composite
13015,1141623,SWD Pit - Grated Side Entry,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Side Entry Pit - 937x549 Frame and Grate,300402-002,Grated Side Entry,None,-37.82619460390175,144.97118260881987,Concrete/Concrete Composite
13016,1151321,SWD Pit - System Node,Precast Concrete,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.82548319591273,144.9572503138056,Concrete/Concrete Composite
13017,1376125,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82499708678711,144.97355625539188,Brick
13018,1363240,SWD Pit - Grated Kerbside,Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.79562271446867,144.9411027656433,Concrete/Concrete Composite
13019,1142485,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.84445154738528,144.98435306066395,Brick
13020,1146219,SWD Pit - Side Entry,Precast Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.80870885142225,144.92546340499666,Concrete/Concrete Composite
13021,1140700,SWD Pit - Grated Kerbside,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - 915x381 Frame and Grate,300404-001,Grated Kerbside,None,-37.80941568883328,144.96921165533058,Concrete/Concrete Composite
13022,1363178,SWD Pit - Not Known,Not Known,NA,NA,NA,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.78965321549313,144.9292792993816,Unknown
13023,1140381,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.819155978223314,144.9612390750346,Brick
13024,1801001,SWD Pit - Submerged,Not Known,NA,NA,NA,SWD Pit - Submerged,300415-000,Submerged,None,-37.80708949639334,144.95598302357322,Unknown
13025,1141871,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.821104214786814,144.96496806464714,Concrete/Concrete Composite
13026,1142553,SWD Pit - Junction,Precast Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.823914429989706,144.97698962008644,Concrete/Concrete Composite
13027,1140661,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.80872682552,144.96712759158143,Concrete/Concrete Composite
13028,1147105,SWD Pit - Run Through Inlet,Precast Concrete,NA,NA,NA,SWD Pit - Run Through Inlet - Non Standard,300411-001,Run Through Inlet,None,-37.808737955762375,144.97832157030527,Concrete/Concrete Composite
13029,1143123,SWD Pit - Grated Kerbside,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.81355138888973,144.96858057004317,Concrete/Concrete Composite
13030,1363319,SWD Pit - Junction,Brick,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.79357036093677,144.93907700739553,Brick
13031,1596839,SWD Pit - Other,Not Known,NA,NA,NA,NA,NA,Other,NA,-37.80969378798964,144.95414514538805,Unknown
13032,1145161,SWD Pit - Grated Kerbside,Precast Concrete,920,Mild Steel,430,SWD Pit - Grated Kerbside Pit - 915x381 Frame and Grate,300404-001,Grated Kerbside,None,-37.79857983300387,144.92009752253185,Concrete/Concrete Composite
13033,1645599,SWD Pit - Junction,Not Known,NA,NA,NA,NA,NA,Junction,NA,-37.81933918446192,144.94602585772202,Unknown
13034,1151210,SWD Pit - System Node,Not Known,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.82015186325074,144.96449425258945,Unknown
13035,1376023,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.841345307029314,144.98326501635867,Brick
13036,1143698,SWD Pit - Junction,Brick,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.805931420697576,144.95896149739525,Brick
13037,1142945,SWD Pit - Grated Kerbside,Brick,930,Mild Steel,650,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.81566804203102,144.96392482330353,Brick
13038,1141925,SWD Pit - Lane Type,In Situ Concrete,980,Mild Steel,930,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.819877621144826,144.96665786587147,Concrete/Concrete Composite
13039,1581906,SWD Pit - Grated OFK,Cast Iron Concrete Infill,910,Cast Iron,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81751115165832,144.97892797997676,Concrete/Concrete Composite
13040,1145280,SWD Pit - Grated Side Entry,Precast Concrete,915,Cast Iron,380,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.79611980841813,144.92100055442023,Concrete/Concrete Composite
13041,1472979,Junction Pit,NA,NA,NA,NA,SWD Pit - Not Known,NA,Junction,NA,-37.829080586134005,144.97262989897163,Missing
13042,1151676,SWD Pit - System Node,Brick,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.78483275950423,144.96369826079135,Brick
13043,1452310,Not Known,Not Known,NA,NA,NA,SWD Pit - Not Known,NA,Not Known,NA,-37.80281502767219,144.97298901557392,Unknown
13044,1151778,SWD Pit - System Node,Brick,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.83506354645611,144.9786026427101,Brick
13045,1154769,SWD Pit - Other,Not Known,NA,None,NA,NA,NA,Other,None,-37.81529018127767,144.97805558614618,Unknown
13046,1142093,SWD Pit - Grated Kerbside,Brick,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.83419945881448,144.9788837051503,Brick
13047,1153731,SWD Pit - Lane Type,In Situ Concrete,1000,Mild Steel,650,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81905389321054,144.95003448213222,Concrete/Concrete Composite
13048,1152327,SWD Pit - Not Known,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.80129362110163,144.91511351809856,Concrete/Concrete Composite
13049,1376017,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.84106213326215,144.98459488801512,Concrete/Concrete Composite
13050,1374427,SWD Pit - Lane Type,Concrete,500,Galvanised Steel,455,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81408006287577,144.9904201179208,Concrete/Concrete Composite
13051,1444108,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.80971500013101,144.97812658316906,Concrete/Concrete Composite
13052,1140635,SWD Pit - Submerged,Not Known,NA,NA,NA,SWD Pit - Submerged,300415-000,Submerged,None,-37.81725742868772,144.95617877856694,Unknown
13053,1141883,SWD Pit - Lane Type,In Situ Concrete,670,Mild Steel,670,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.81971348430266,144.9626366160095,Concrete/Concrete Composite
13054,1150475,SWD Pit - Submerged,Not Known,NA,NA,NA,SWD Pit - Submerged,300415-000,Submerged,None,-37.80662655658428,144.95999458992137,Unknown
13055,1494786,SWD Pit - Grated Side Entry,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.809847884616914,144.9638621984509,Concrete/Concrete Composite
13056,1148820,SWD Pit - Pipe to Pipe,Other,NA,NA,NA,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.8114986387401,144.96100707356314,Other
13057,1147196,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81685263106942,144.97008851990668,Concrete/Concrete Composite
13058,1739031,SWD Pit - Submerged,Not Known,NA,NA,NA,SWD Pit - Submerged,300415-000,Submerged,None,-37.81514266165773,144.97467364550826,Unknown
13059,1452510,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.78603402933812,144.96013599426942,Concrete/Concrete Composite
13060,1582246,SWD Pit - Grated Side Entry,Stainless Steel,937,Mild Steel,549,SWD Pit - Grated Side Entry Pit - 937x549 Frame and Grate,300402-002,Grated Side Entry,None,-37.791513934562055,144.93595153654633,Metal
13061,1590666,SWD Pit - Lane Type,In Situ Concrete,680,Mild Steel,680,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.79847142980124,144.9743923606236,Concrete/Concrete Composite
13062,1800979,SWD Pit - Junction Pit,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81438324148057,144.9623935362254,Concrete/Concrete Composite
13063,1140780,SWD Pit - Lane Type,In Situ Concrete,370,Mild Steel,370,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81029582352178,144.97087660528229,Concrete/Concrete Composite
13064,1147355,SWD Pit - Run Through Inlet,Precast Concrete,NA,NA,NA,SWD Pit - Run Through Inlet - Non Standard,300411-001,Run Through Inlet,Concrete,-37.8142689699579,144.9858694836824,Concrete/Concrete Composite
13065,1143658,SWD Pit - Grated OFK,Brick,610,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.80616763624687,144.95116291511985,Brick
13066,1582321,SWD Pit - Junction,Not Known,NA,NA,NA,SWD Pit - Junction Pit - 450x450 Class C Gatic,300410-001,Junction,None,-37.82205781572373,144.9701037087206,Unknown
13067,1143242,SWD Pit - Grated Kerbside,Brick,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.817039521188406,144.96528951872054,Brick
13068,1143087,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.8122338633429,144.9712774573099,Concrete/Concrete Composite
13069,1153414,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.78262250274675,144.9427206602273,Concrete/Concrete Composite
13070,1363168,SWD Pit - Not Known,Not Known,NA,NA,NA,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.78970293482785,144.9292983514757,Unknown
13071,1785522,SWDPit - Lane Type,Brick,610,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81978267993874,144.9580578688729,Brick
13072,1141991,SWD Pit - Lane Type,Precast Concrete,300,Mild Steel,200,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.82213746729319,144.95894771881535,Concrete/Concrete Composite
13073,1142703,SWD Pit - Lane Type,In Situ Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81815490062623,144.96451753178798,Concrete/Concrete Composite
13074,1644174,SWD Pit - Junction,Precast Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.82666580095758,144.954224208371,Concrete/Concrete Composite
13075,1148380,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.80951957428212,144.9617206661727,Concrete/Concrete Composite
13076,1140702,SWD Pit - Grated Kerbside,Brick,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.80908867495072,144.9690719297881,Brick
13077,1376138,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.826613964187864,144.97500638665352,Brick
13078,1146355,SWD Pit - Grated OFK,Precast Concrete,600,Mild Steel,400,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.808413861759966,144.92638738449116,Concrete/Concrete Composite
13079,1140620,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.81711315744939,144.95896900111234,Brick
13080,1149996,SWD Pit - Pipe to Pipe,None,NA,NA,NA,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.79609555214406,144.96760258322573,Unknown
13081,1558531,SWD Pit - Junction Pit,Not Known,NA,NA,NA,NA,NA,Junction,NA,-37.82130738426998,144.976122538715,Unknown
13082,1144529,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.80553944996628,144.9423264059605,Concrete/Concrete Composite
13083,1140423,SWD Pit - Grated Kerbside,Brick,1020,Mild Steel,540,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.81850879102001,144.95972724250828,Brick
13084,1146437,SWD Pit - Side Entry,Brick,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.80518267049535,144.9374480361078,Brick
13085,1472915,Side Entry Pit,NA,NA,NA,NA,SWD Pit - Not Known,NA,Side Entry,NA,-37.83264977161651,144.97245152171723,Missing
13086,1149138,SWD Pit - Junction,Precast Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81754176823411,144.9668245472255,Concrete/Concrete Composite
13087,1140861,SWD Pit - Lane Type,Brick,510,Mild Steel,500,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.8121718724222,144.96845549288972,Brick
13088,1794318,SWD Pit - Submerged,Not Known,NA,NA,NA,SWD Pit - Submerged,300415-000,Submerged,None,-37.821602257052945,144.94500087737504,Unknown
13089,1140555,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.816034425613566,144.96096485769604,Brick
13090,1145471,SWD Pit - Side Entry,Precast Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.82333846964518,144.93823369458642,Concrete/Concrete Composite
13091,1153013,SWD Pit - Grated OFK,Not Known,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.82320298174397,144.96109385050556,Unknown
13092,1152463,SWD Pit - Not Known,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.79839987785041,144.96227361707358,Concrete/Concrete Composite
13093,1472931,Junction Pit,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Junction,NA,-37.8316854683435,144.9718994740054,Concrete/Concrete Composite
13094,1151103,SWD Pit - Submerged,Not Known,NA,NA,NA,SWD Pit - Submerged,300415-000,Submerged,None,-37.81192369236378,144.95133798359024,Unknown
13095,1472884,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82819871079624,144.97244759641526,Concrete/Concrete Composite
13096,1141297,SWD Pit - Junction,Brick,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.82092950332563,144.95597978368664,Brick
13097,1141363,SWD Pit - Grated Kerbside,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - 915x381 Frame and Grate,300404-001,Grated Kerbside,None,-37.82352223353224,144.96085250648102,Concrete/Concrete Composite
13098,1148694,SWD Pit - Pipe to Pipe,Other,NA,NA,NA,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.81314040351988,144.9553425751661,Other
13099,1376230,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82304934395184,144.97513631809431,Concrete/Concrete Composite
13100,1146234,SWD Pit - Side Entry,Precast Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.807981780254984,144.91966039678226,Concrete/Concrete Composite
13101,1152727,SWD Pit - Junction,Precast Concrete,0,None,0,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,Not Known,-37.82736700839894,144.9878327229087,Concrete/Concrete Composite
13102,1749815,SWD Pit - Junction,Not Known,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.80077945539098,144.94032162951686,Unknown
13103,1153946,SWD Pit - Lane Type,In Situ Concrete,1100,Mild Steel,750,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.82224320863593,144.95040566077734,Concrete/Concrete Composite
13104,1143257,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81672103273143,144.96626941825943,Concrete/Concrete Composite
13105,1147793,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.79672400906716,144.97319095995297,Concrete/Concrete Composite
13106,1147016,SWD Pit - Grated Kerbside,Precast Concrete,NA,Mild Steel,NA,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.7868200901465,144.95158215519524,Concrete/Concrete Composite
13107,1144427,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.80435989191338,144.94337295500262,Concrete/Concrete Composite
13108,1147898,SWD Pit - Grated Kerbside,In Situ Concrete,910,Mild Steel,440,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.79883385803655,144.96736148738532,Concrete/Concrete Composite
13109,1141262,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.82630200491542,144.9579309988402,Concrete/Concrete Composite
13110,1154021,SWD Pit - Other,In Situ Concrete,NA,NA,NA,SWD Pit - Other,300417-000,Other,None,-37.81499181457361,144.94147838114077,Concrete/Concrete Composite
13111,1148112,SWD Pit - Grated OFK,Precast Concrete,920,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.78074687268197,144.96268575546625,Concrete/Concrete Composite
13112,1582264,SWD Pit - Junction,Not Known,NA,NA,NA,SWD Pit - Junction Pit - 450x600 Class C Gatic,300410-002,Junction,None,-37.79070192453949,144.9360720213794,Unknown
13113,1140559,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.81606826970559,144.9606087071151,Concrete/Concrete Composite
13114,1658701,SWD Pit - Not Known,Not Known,NA,NA,NA,SWD Pit - Not Known,300418-000,Not Known,None,-37.82359640730169,144.966068075263,Unknown
13115,1758467,SWD Pit - Lane Type,In Situ Concrete,530,Mild Steel,530,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79561179952782,144.96943630811128,Concrete/Concrete Composite
13116,1658722,SWD Pit - Junction,Brick,NA,NA,NA,SWD Pit - Junction Pit - 600x600 Class C Gatic,300410-003,Junction,None,-37.826927977488104,144.96002173803805,Brick
13117,1153233,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.77808230567413,144.93880978313837,Concrete/Concrete Composite
13118,1151238,SWD Pit - System Node,In Situ Concrete,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.82076902932541,144.96173056164787,Concrete/Concrete Composite
13119,1141877,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.82127717296058,144.9646044339581,Concrete/Concrete Composite
13120,1145126,SWD Pit - Grated Side Entry,Precast Concrete,930,Mild Steel,430,SWD Pit - Grated Side Entry Pit - Unclassified,300402-000,Grated Side Entry,None,-37.79496477567991,144.91915855642748,Concrete/Concrete Composite
13121,1452673,Junction Pit,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Junction,NA,-37.78983101912751,144.94486295985675,Concrete/Concrete Composite
13122,1606316,SWD Pit - Junction,Brick,NA,NA,NA,SWD Pit - Junction Pit - 600x600 Class C Gatic,300410-003,Junction,None,-37.82749828884088,144.96627531040917,Brick
13123,1785537,SWDPit - Lane Type,In Situ Concrete,700,Mild Steel,700,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81988919097203,144.9549938935187,Concrete/Concrete Composite
13124,1759092,SWD Pit - Other,Precast Concrete,NA,NA,NA,SWD Pit - Other,300417-000,Other,None,-37.80446020830763,144.97034100926572,Concrete/Concrete Composite
13125,1152149,SWD Pit - Junction,Precast Concrete,0,None,0,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,Not Known,-37.81910530128284,144.98151598461936,Concrete/Concrete Composite
13126,1800623,SWD Pit - Side Entry,Precast Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.80534553733929,144.90892745409914,Concrete/Concrete Composite
13127,1782819,SWD Pit - Junction,Concrete,NA,NA,NA,NA,NA,Junction,NA,-37.79102148902391,144.94546817368675,Concrete/Concrete Composite
13128,1145088,SWD Pit - Lane Type,Precast Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.79409580738696,144.9179264780214,Concrete/Concrete Composite
13129,1142713,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81786936577691,144.96569875327563,Brick
13130,1145027,SWD Pit - Grated Side Entry,Precast Concrete,915,Cast Iron,380,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.793003758230704,144.91795656954184,Concrete/Concrete Composite
