sa2_5digitcode_2011,sa2_name_2011,sa3_name_2011,sa4_name_2011,gccsa_name_2011
21372,Frankston North,Frankston,Mornington Peninsula,Greater Melbourne
21373,Frankston South,Frankston,Mornington Peninsula,Greater Melbourne
21374,Langwarrin,Frankston,Mornington Peninsula,Greater Melbourne
21375,Seaford (Vic.),Frankston,Mornington Peninsula,Greater Melbourne
21376,Skye - Sandhurst,Frankston,Mornington Peninsula,Greater Melbourne
21377,Dromana,Mornington Peninsula,Mornington Peninsula,Greater Melbourne
21378,Flinders,Mornington Peninsula,Mornington Peninsula,Greater Melbourne
21379,Hastings - Somers,Mornington Peninsula,Mornington Peninsula,Greater Melbourne
21380,Mornington,Mornington Peninsula,Mornington Peninsula,Greater Melbourne
21381,Mount Eliza,Mornington Peninsula,Mornington Peninsula,Greater Melbourne
21382,Mount Martha,Mornington Peninsula,Mornington Peninsula,Greater Melbourne
21383,Point Nepean,Mornington Peninsula,Mornington Peninsula,Greater Melbourne
21384,Rosebud - McCrae,Mornington Peninsula,Mornington Peninsula,Greater Melbourne
21385,Somerville,Mornington Peninsula,Mornington Peninsula,Greater Melbourne
21386,Ararat,Grampians,North West,Rest of Vic.
21387,Ararat Region,Grampians,North West,Rest of Vic.
21388,Horsham,Grampians,North West,Rest of Vic.
21389,Horsham Region,Grampians,North West,Rest of Vic.
21390,Nhill Region,Grampians,North West,Rest of Vic.
21391,St Arnaud,Grampians,North West,Rest of Vic.
21392,Stawell,Grampians,North West,Rest of Vic.
21393,West Wimmera,Grampians,North West,Rest of Vic.
21394,Yarriambiack,Grampians,North West,Rest of Vic.
21395,Irymple,Mildura,North West,Rest of Vic.
21396,Merbein,Mildura,North West,Rest of Vic.
21397,Mildura,Mildura,North West,Rest of Vic.
21398,Mildura Region,Mildura,North West,Rest of Vic.
21399,Red Cliffs,Mildura,North West,Rest of Vic.
21400,Buloke,Murray River - Swan Hill,North West,Rest of Vic.
21401,Gannawarra,Murray River - Swan Hill,North West,Rest of Vic.
21402,Kerang,Murray River - Swan Hill,North West,Rest of Vic.
21403,Robinvale,Murray River - Swan Hill,North West,Rest of Vic.
21404,Swan Hill,Murray River - Swan Hill,North West,Rest of Vic.
21405,Swan Hill Region,Murray River - Swan Hill,North West,Rest of Vic.
21406,Echuca,Campaspe,Shepparton,Rest of Vic.
21407,Kyabram,Campaspe,Shepparton,Rest of Vic.
21408,Lockington - Gunbower,Campaspe,Shepparton,Rest of Vic.
21409,Rochester,Campaspe,Shepparton,Rest of Vic.
21410,Rushworth,Campaspe,Shepparton,Rest of Vic.
21411,Cobram,Moira,Shepparton,Rest of Vic.
21412,Moira,Moira,Shepparton,Rest of Vic.
21413,Numurkah,Moira,Shepparton,Rest of Vic.
21414,Yarrawonga,Moira,Shepparton,Rest of Vic.
21415,Mooroopna,Shepparton,Shepparton,Rest of Vic.
21416,Shepparton - North,Shepparton,Shepparton,Rest of Vic.
21417,Shepparton - South,Shepparton,Shepparton,Rest of Vic.
21418,Shepparton Region - East,Shepparton,Shepparton,Rest of Vic.
21419,Shepparton Region - West,Shepparton,Shepparton,Rest of Vic.
21420,Glenelg (Vic.),Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
21421,Hamilton (Vic.),Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
21422,Portland,Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
21423,Southern Grampians,Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
21424,Camperdown,Warrnambool - Otway Ranges,Warrnambool and South West,Rest of Vic.
21425,Colac,Warrnambool - Otway Ranges,Warrnambool and South West,Rest of Vic.
21426,Colac Region,Warrnambool - Otway Ranges,Warrnambool and South West,Rest of Vic.
21427,Corangamite - North,Warrnambool - Otway Ranges,Warrnambool and South West,Rest of Vic.
21428,Corangamite - South,Warrnambool - Otway Ranges,Warrnambool and South West,Rest of Vic.
21429,Moyne - East,Warrnambool - Otway Ranges,Warrnambool and South West,Rest of Vic.
21430,Moyne - West,Warrnambool - Otway Ranges,Warrnambool and South West,Rest of Vic.
21431,Otway,Warrnambool - Otway Ranges,Warrnambool and South West,Rest of Vic.
21432,Warrnambool - North,Warrnambool - Otway Ranges,Warrnambool and South West,Rest of Vic.
21433,Warrnambool - South,Warrnambool - Otway Ranges,Warrnambool and South West,Rest of Vic.
29799,Migratory - Offshore - Shipping (Vic.),Migratory - Offshore - Shipping (Vic.),Migratory - Offshore - Shipping (Vic.),Migratory - Offshore - Shipping (Vic.)
29499,No usual address (Vic.),Special Purpose Codes SA3 (Vic.),Special Purpose Codes SA4 (Vic.),No usual address (Vic.)
