geo_point_2d,lat,lon,geo_shape,built,dnstr_pit,upstr_inv,upstr_pit,ref,width_mm,condition,operator,diameter,material,height_mm,mat_desc,dnstr_inv,connection_status,pipe_length_m,pipe_age_yr
"-37.79510916594347, 144.94673834203354",-37.79510916594347,144.94673834203354,"{""coordinates"": [[144.9467537365073, -37.79501109080215], [144.94672294755978, -37.7952072410848]], ""type"": ""LineString""}",1929-01-01,1149945,NA,1149944,1130374,0,3.13052735823305,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,21.939466782833016,97
"-37.799349709967714, 144.95057271476634",-37.799349709967714,144.95057271476634,"{""coordinates"": [[144.95073955309624, -37.79948785520195], [144.95040587643643, -37.79921156473347]], ""type"": ""LineString""}",1992-01-01,1149961,NA,1149960,1130419,0,4.50338277486842,City of Melbourne,750,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,42.47389049288317,34
"-37.80446889415704, 144.9632563120685",-37.80446889415704,144.9632563120685,"{""coordinates"": [[144.96339919823953, -37.804481935424036], [144.9631134258975, -37.804455852890044]], ""type"": ""LineString""}",1938-01-01,1148189,NA,1149595,1129303,0,3.32510755364621,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,25.33254649275504,88
"-37.80152030021792, 144.95656937185493",-37.80152030021792,144.95656937185493,"{""coordinates"": [[144.9565396472336, -37.801730573688914], [144.95659909647628, -37.80131002674693]], ""type"": ""LineString""}",1917-01-01,1143629,NA,1143628,1129289,0,2.65564069189481,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,46.97036023510589,109
"-37.80992858608257, 144.96992501041476",-37.80992858608257,144.96992501041476,"{""coordinates"": [[144.97002545706485, -37.80989918212135], [144.96982456376466, -37.80995799004379]], ""type"": ""LineString""}",1954-01-01,1140731,NA,1140736,1126679,0,3.55379462515376,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,18.856173831040845,72
"-37.80804501123207, 144.92653809853812",-37.80804501123207,144.92653809853812,"{""coordinates"": [[144.9252587776267, -37.807915035193815], [144.92781741944955, -37.80817498727032]], ""type"": ""LineString""}",1968-01-01,1150351,NA,1150352,1131623,0,3.99544580249401,City of Melbourne,825,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,227.1561837751777,58
"-37.81584822148808, 144.96176904135166",-37.81584822148808,144.96176904135166,"{""coordinates"": [[144.96178764867852, -37.815888422402786], [144.96175043402476, -37.81580802057338]], ""type"": ""LineString""}",1988-01-01,1149386,NA,1142855,1128729,0,4.35376154832209,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,9.506628198274345,38
"-37.8065960141648, 144.9551704483589",-37.8065960141648,144.9551704483589,"{""coordinates"": [[144.95519540018753, -37.80659863055294], [144.95514549653024, -37.806593397776666]], ""type"": ""LineString""}",1988-01-01,1143624,NA,1149299,1128454,0,4.3537616596032,City of Melbourne,150,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,4.432860735115055,38
"-37.779952219221485, 144.95969590315167",-37.779952219221485,144.95969590315167,"{""coordinates"": [[144.95968296022784, -37.779996306936326], [144.9597088460755, -37.77990813150664]], ""type"": ""LineString""}",1945-01-01,1150003,NA,1150004,1130550,0,3.47647323651985,City of Melbourne,525,Concrete,0,RCP 450 & 525 Diameter,NA,Both connections recorded,10.048958166220391,81
"-37.79550694254131, 144.92690599850974",-37.79550694254131,144.92690599850974,"{""coordinates"": [[144.9269145114919, -37.795488779659394], [144.92689748552758, -37.795525105423216]], ""type"": ""LineString""}",1919-01-01,1150183,NA,1144729,1131117,0,2.70322637598425,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,4.301729211110647,107
"-37.82606314622895, 144.9669331301602",-37.82606314622895,144.96693313016021,"{""coordinates"": [[144.96695172903344, -37.826073499723336], [144.96691453128696, -37.82605279273455]], ""type"": ""LineString""}",1981-01-01,1151455,NA,1141712,1135062,0,4.18910138287713,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,4.000890444659666,45
"-37.80991689705125, 144.96312795925948",-37.80991689705125,144.96312795925948,"{""coordinates"": [[144.96324945984952, -37.80988089747221], [144.96300645866944, -37.809952896630286]], ""type"": ""LineString""}",1940-01-01,1140920,NA,1140919,1134237,0,3.20320879859259,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,22.841899909335122,86
"-37.81587528315792, 144.97256152027205",-37.81587528315792,144.97256152027205,"{""coordinates"": [[144.97257434595522, -37.81587148520046], [144.97254869458888, -37.81587908111539]], ""type"": ""LineString""}",1902-01-01,1148939,NA,1148938,1127566,0,2.29848227002397,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,2.4108669736289685,124
"-37.82618449820046, 144.96682723186575",-37.82618449820046,144.96682723186575,"{""coordinates"": [[144.96681473207337, -37.82617549814117], [144.96683973165815, -37.826193498259755]], ""type"": ""LineString""}",1981-01-01,1141716,NA,1141714,1135053,0,4.18910138685518,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,2.972496736535746,45
"-37.82728671379638, 144.96610495687145",-37.82728671379638,144.96610495687145,"{""coordinates"": [[144.9660817566719, -37.82736051165895], [144.966128157071, -37.82721291593381]], ""type"": ""LineString""}",1981-01-01,1151448,NA,1141683,1135037,0,4.18910139396219,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,16.883755524619215,45
"-37.813532514636094, 144.98749002316197",-37.813532514636094,144.98749002316197,"{""coordinates"": [[144.9874565224877, -37.8137290146574], [144.98752352383627, -37.81333601461479]], ""type"": ""LineString""}",1940-01-01,1147318,NA,1147317,1136907,0,3.2032077117019,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,44.017406339173895,86
"-37.83442136206858, 144.98430614098604",-37.83442136206858,144.98430614098604,"{""coordinates"": [[144.98443763908566, -37.834439361581616], [144.98417464288642, -37.83440336255554]], ""type"": ""LineString""}",1926-01-01,1142374,NA,1142372,1132387,0,2.86990882338631,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,23.493714200257536,100
"-37.788840412341045, 144.9245711590109",-37.788840412341045,144.9245711590109,"{""coordinates"": [[144.92461669090048, -37.78886939893025], [144.9245256271213, -37.78881142575184]], ""type"": ""LineString""}",1988-01-01,1363626,NA,1363531,1451508,0,4.35375699344471,City of Melbourne,300,Concrete,0,NA,NA,Both connections recorded,10.283196543721688,38
"-37.81425519239074, 144.9557918673605",-37.81425519239074,144.9557918673605,"{""coordinates"": [[144.95609270420368, -37.81417088664244], [144.9554910305173, -37.81433949813904]], ""type"": ""LineString""}",1986-01-01,1149388,NA,1140285,1128734,0,4.3067349324756,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,56.18777842536664,40
"-37.7973914878743, 144.96888912578095",-37.7973914878743,144.96888912578095,"{""coordinates"": [[144.96888700595443, -37.797406063929245], [144.96889124560744, -37.79737691181935]], ""type"": ""LineString""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,Both connections missing,3.257144105931551,NA
"-37.80962973513381, 144.96171330904514",-37.80962973513381,144.96171330904514,"{""coordinates"": [[144.96171944871944, -37.809642860253646], [144.9617071693708, -37.809616610013975]], ""type"": ""LineString""}",1932-01-01,1151196,NA,1148373,1134257,0,3.03611221588399,City of Melbourne,225,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,3.1077693679755014,94
"-37.79307095858387, 144.91750269771111",-37.79307095858387,144.91750269771111,"{""coordinates"": [[144.91755955719478, -37.793128026858874], [144.91744583822745, -37.793013890308856]], ""type"": ""LineString""}",2002-01-01,1151074,NA,1145083,1133894,0,4.68320339395896,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,16.14963313853519,24
"-37.8410966505828, 144.97753218244787",-37.8410966505828,144.97753218244787,"{""coordinates"": [[144.97760153619407, -37.84128709093621], [144.9774628287017, -37.840906210229384]], ""type"": ""LineString""}",1915-01-01,1153029,NA,1150951,1134046,600,NA,4,NA,Brick,1200,Main Drain,NA,Both connections recorded,44.00300776204133,111
"-37.80859456429803, 144.93017079424064",-37.80859456429803,144.93017079424064,"{""coordinates"": [[144.9289586569653, -37.80847092629919], [144.93138293151597, -37.80871820229689]], ""type"": ""LineString""}",1968-01-01,1150348,NA,1150347,1131619,0,3.99544580439816,City of Melbourne,1125,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,215.23926737667077,58
"-37.81703944508957, 144.96531064228026",-37.81703944508957,144.96531064228026,"{""coordinates"": [[144.965316645617, -37.81703743151759], [144.96530463894348, -37.81704145866155]], ""type"": ""LineString""}",1941-01-01,1143243,NA,1143244,1127500,0,3.22707002404566,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,1.1478008793934982,85
"-37.802048288676765, 144.95117759962244",-37.802048288676765,144.95117759962244,"{""coordinates"": [[144.95114270755053, -37.80225215389261], [144.95121249169438, -37.80184442346094]], ""type"": ""LineString""}",1940-01-01,1143797,NA,1150064,1130702,0,3.20321026082108,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,45.67051278140663,86
"-37.82687248877851, 144.98038452077998",-37.82687248877851,144.98038452077998,"{""coordinates"": [[144.98026957437665, -37.82699941138644], [144.98049946718334, -37.82674556617059]], ""type"": ""LineString""}",1929-01-01,1151168,NA,1142291,1134133,0,2.94135297199578,City of Melbourne,150,Earthenware,0,Earthenware,NA,Both connections recorded,34.691070393240516,97
"-37.82705241073146, 144.98022157616896",-37.82705241073146,144.98022157616896,"{""coordinates"": [[144.98017357796124, -37.827105410076484], [144.98026957437665, -37.82699941138644]], ""type"": ""LineString""}",1929-01-01,1142291,NA,1142292,1134134,0,2.94135297157205,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,14.485991467605402,97
"-37.805177820921344, 144.96004180932988",-37.805177820921344,144.96004180932988,"{""coordinates"": [[144.96006487279254, -37.8050389413622], [144.96001874586725, -37.805316700480496]], ""type"": ""LineString""}",1924-01-01,1149545,NA,1149583,1129274,0,2.84787896389717,City of Melbourne,750,Brick,0,Brick Barrel,NA,Both connections recorded,31.095727117671565,102
"-37.81735745619838, 144.9681779840775",-37.81735745619838,144.9681779840775,"{""coordinates"": [[144.96843248522225, -37.817284955504824], [144.96792348293278, -37.81742995689194]], ""type"": ""LineString""}",1940-01-01,1147539,NA,1147536,1138007,0,3.20320729815676,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,47.61970638627258,86
"-37.82554353210324, 144.94735195081935",-37.82554353210324,144.94735195081935,"{""coordinates"": [[144.94759198614895, -37.825589624638106], [144.94711191548976, -37.82549743956838]], ""type"": ""LineString""}",2001-01-01,1152053,NA,1145505,1136396,0,4.65968908388466,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,43.48635345647585,25
"-37.82532958322924, 144.9476789610718",-37.82532958322924,144.9476789610718,"{""coordinates"": [[144.94767797412914, -37.82531956526706], [144.9476799480145, -37.82533960119142]], ""type"": ""LineString""}",2001-01-01,1145502,NA,1145544,1136392,0,4.6596890855848,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,2.2306305378895015,25
"-37.80697940376912, 144.96490000553297",-37.80697940376912,144.96490000553297,"{""coordinates"": [[144.96491346689308, -37.806978886634695], [144.96488654417283, -37.806979920903544]], ""type"": ""LineString""}",1938-01-01,1148672,NA,1148232,1126649,0,3.17732404993441,City of Melbourne,225,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,2.3736508590482797,88
"-37.81075533923406, 144.96721653649297",-37.81075533923406,144.96721653649297,"{""coordinates"": [[144.96723191124187, -37.810745798497024], [144.9672011617441, -37.810764879971096]], ""type"": ""LineString""}",1924-01-01,1148686,NA,1152246,1137877,0,2.82225497329653,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,3.4376351242549297,102
"-37.81462302466263, 144.97444451714583",-37.81462302466263,144.97444451714583,"{""coordinates"": [[144.9743239196654, -37.81436070043313], [144.97456511462624, -37.81488534889213]], ""type"": ""LineString""}",1906-01-01,1148927,NA,1148929,1127538,0,2.39372037740895,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,61.984279161298566,120
"-37.81786065870231, 144.94622657540967",-37.81786065870231,144.94622657540967,"{""coordinates"": [[144.94634993940164, -37.81782581781744], [144.9461032114177, -37.81789549958717]], ""type"": ""LineString""}",2001-01-01,1153843,NA,1153844,1139416,0,4.65968801212205,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,23.059904559483204,25
"-37.804752269382604, 144.96610693919195",-37.804752269382604,144.96610693919195,"{""coordinates"": [[144.96611044406745, -37.80472588576521], [144.9661034343164, -37.80477865299999]], ""type"": ""LineString""}",1995-01-01,1152882,NA,1148404,1138428,450,4.51847970705567,City of Melbourne,NA,Concrete,225,Box Culvert,NA,Both connections recorded,5.8892252668259255,31
"-37.81948221176721, 144.94453774673713",-37.81948221176721,144.94453774673713,"{""coordinates"": [[144.94451725139817, -37.819438591833425], [144.9445582420761, -37.819525831701]], ""type"": ""LineString""}",2005-01-01,1153858,NA,1153856,1139444,0,4.77376735135289,City of Melbourne,450,Concrete,0,RCP 450 & 525 Diameter,NA,Both connections recorded,10.333761337131321,21
"-37.81618175181589, 144.96252008277332",-37.81618175181589,144.96252008277332,"{""coordinates"": [[144.96251864113046, -37.816168493107696], [144.9625215244162, -37.81619501052408]], ""type"": ""LineString""}",1971-01-01,1151700,NA,1142865,1135696,0,3.95989306245574,City of Melbourne,150,Metal,0,Unknown,NA,Both connections recorded,2.9541767164874706,55
"-37.81326924753634, 144.95923549183337",-37.81326924753634,144.95923549183337,"{""coordinates"": [[144.9590216045918, -37.81333148946122], [144.95944937907493, -37.81320700561146]], ""type"": ""LineString""}",1950-01-01,1149374,NA,1140276,1128698,0,3.44133893485643,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,40.12168414012045,76
"-37.81496811309721, 144.96039555421947",-37.81496811309721,144.96039555421947,"{""coordinates"": [[144.96025266968016, -37.81500642705999], [144.96053843875882, -37.81492979913442]], ""type"": ""LineString""}",1962-01-01,1149370,NA,1140207,1128685,0,3.72705322638521,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,26.561269233777978,64
"-37.809475874500734, 144.93194700058567",-37.809475874500734,144.93194700058567,"{""coordinates"": [[144.93194833084436, -37.80946687217512], [144.93194567032697, -37.80948487682634]], ""type"": ""LineString""}",1940-01-01,1150277,NA,1146140,1137581,0,3.22434619267777,City of Melbourne,975,Brick,0,Unknown,NA,Both connections recorded,2.0120743325582784,86
"-37.80672052955569, 144.95999124045284",-37.80672052955569,144.95999124045284,"{""coordinates"": [[144.96000346730787, -37.80672182233606], [144.95997901359777, -37.806719236775315]], ""type"": ""LineString""}",1890-01-01,1150474,NA,1148244,1131884,0,2.01283137169321,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,2.1724922680843313,136
"-37.81251199360362, 144.9653981718734",-37.81251199360362,144.9653981718734,"{""coordinates"": [[144.96547521696917, -37.81248917018725], [144.9653211267776, -37.81253481702]], ""type"": ""LineString""}",1911-01-01,1148762,NA,1148761,1126932,0,2.51275196275521,City of Melbourne,525,Earthenware,0,Earthenware,NA,Both connections recorded,14.48355975962022,115
"-37.8180065089758, 144.95420673611096",-37.8180065089758,144.95420673611096,"{""coordinates"": [[144.95445672520322, -37.81793453976409], [144.95395674701874, -37.818078478187516]], ""type"": ""LineString""}",1916-01-01,1140592,NA,1140593,1127862,0,2.63178288068188,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,46.83191962832723,110
