geo_point_2d,lat,lon,geo_shape,built,dnstr_pit,upstr_inv,upstr_pit,ref,width_mm,condition,operator,diameter,material,height_mm,mat_desc,dnstr_inv,connection_status,pipe_length_m,pipe_age_yr
"-37.78936133249418, 144.92358041268295",-37.78936133249418,144.92358041268295,"{""coordinates"": [[144.92351331110603, -37.78929404835496], [144.9236475142599, -37.789428616633394]], ""type"": ""LineString""}",1946-01-01,NA,NA,NA,1451637,0,3.36555385669094,City of Melbourne,900,Brick,0,NA,NA,Both connections missing,19.047909994898976,80
"-37.80945186224049, 144.91140637105917",-37.80945186224049,144.91140637105917,"{""coordinates"": [[144.91145335185743, -37.80954788560646], [144.91135939026094, -37.80935583887453]], ""type"": ""LineString""}",1940-01-01,1146098,NA,1146081,1137550,0,NA,4,NA,Unknown,0,Unknown,NA,Both connections recorded,22.86539507688664,86
"-37.825400113704234, 144.97632917079375",-37.825400113704234,144.97632917079375,"{""coordinates"": [[144.9762976380204, -37.825397733767765], [144.97636070356708, -37.8254024936407]], ""type"": ""LineString""}",NA,1376146,NA,NA,1376753,NA,4,City of Melbourne,150,Plastic,NA,NA,NA,Upstream missing,5.577387770464393,NA
"-37.82472246725091, 144.9759072389352",-37.82472246725091,144.9759072389352,"{""coordinates"": [[144.97592365821384, -37.8247146839969], [144.97589081965657, -37.824730250504906]], ""type"": ""LineString""}",NA,1376272,NA,NA,1376754,NA,3,City of Melbourne,NA,Unknown,NA,NA,NA,Upstream missing,3.3680730373454306,NA
"-37.82472097746427, 144.97598387051977",-37.82472097746427,144.97598387051977,"{""coordinates"": [[144.97592365821384, -37.8247146839969], [144.97604408282567, -37.82472727093164]], ""type"": ""LineString""}",NA,1376272,NA,NA,1376755,NA,3,City of Melbourne,NA,Unknown,NA,NA,NA,Upstream missing,10.69396476560974,NA
"-37.82101973615606, 144.9476522499407",-37.82101973615606,144.9476522499407,"{""coordinates"": [[144.94766229661386, -37.82104514096414], [144.9476422032675, -37.82099433134798]], ""type"": ""LineString""}",1920-01-01,1363874,NA,1364009,1451537,0,2.75375698131277,City of Melbourne,300,Concrete,0,NA,NA,Both connections recorded,5.910495911245762,106
"-37.788980009349146, 144.92612791260945",-37.788980009349146,144.92612791260945,"{""coordinates"": [[144.92605394003064, -37.78897969804546], [144.92620188518825, -37.78898032065283]], ""type"": ""LineString""}",1946-01-01,NA,NA,1363960,1451691,0,3.49807649886337,City of Melbourne,375,Concrete,0,NA,NA,Downstream missing,13.031717133616592,80
"-37.804912837955904, 144.96178280109893",-37.804912837955904,144.96178280109893,"{""coordinates"": [[144.9618511579835, -37.804521334641066], [144.9617144442144, -37.80530434127074]], ""type"": ""LineString""}",1891-01-01,1149553,NA,1149522,1129206,0,2.03662570317333,City of Melbourne,975,Earthenware,0,Earthenware,NA,Both connections recorded,87.73807066870842,135
"-37.80441484150697, 144.96277144022469",-37.80441484150697,144.96277144022469,"{""coordinates"": [[144.9631134258975, -37.804455852890044], [144.96242945455188, -37.80437383012389]], ""type"": ""LineString""}",1933-01-01,1148188,NA,1148189,1129130,0,3.03659314300958,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,60.91819821427527,93
"-37.77922969714493, 144.959828249517",-37.77922969714493,144.959828249517,"{""coordinates"": [[144.95980626445584, -37.77922796726923], [144.95985023457817, -37.77923142702062]], ""type"": ""LineString""}",1981-01-01,1152413,NA,1152412,1137784,0,4.25484894988638,City of Melbourne,450,Concrete,0,Unknown,NA,Both connections recorded,3.8925408056857376,45
"-37.781259506118786, 144.96227099664208",-37.781259506118786,144.96227099664208,"{""coordinates"": [[144.96218300011404, -37.78130700204748], [144.9623589931701, -37.78121201019009]], ""type"": ""LineString""}",NA,1452469,NA,1452470,1453013,0,3,City of Melbourne,75,Plastic,0,NA,NA,Both connections recorded,18.7490663836088,NA
"-37.82327756292721, 144.9726655061665",-37.82327756292721,144.9726655061665,"{""coordinates"": [[144.97264256167, -37.82327424443354], [144.97268845066296, -37.82328088142088]], ""type"": ""LineString""}",NA,1453389,NA,1453390,1453455,0,3,City of Melbourne,NA,Unknown,0,NA,NA,Both connections recorded,4.106805744909132,NA
"-37.82396769954467, 144.9716245429496",-37.82396769954467,144.9716245429496,"{""coordinates"": [[144.97151725875517, -37.82379269035663], [144.97173182714403, -37.824142708732694]], ""type"": ""LineString""}",NA,1376195,NA,1376196,1453456,0,4,City of Melbourne,NA,Unknown,0,NA,NA,Both connections recorded,43.19913932496933,NA
"-37.8310030736142, 144.97293090670433",-37.8310030736142,144.97293090670433,"{""coordinates"": [[144.97293952861378, -37.83099957275668], [144.9729222847949, -37.83100657447172]], ""type"": ""LineString""}",NA,1472771,NA,1472816,1473281,NA,3,City of Melbourne,150,Plastic,NA,NA,NA,Both connections recorded,1.705398903560251,NA
"-37.83101159523175, 144.9729130128451",-37.83101159523175,144.9729130128451,"{""coordinates"": [[144.97290374089533, -37.83101661599178], [144.9729222847949, -37.83100657447172]], ""type"": ""LineString""}",NA,1472771,NA,1472815,1473282,NA,3,City of Melbourne,150,Plastic,NA,NA,NA,Both connections recorded,1.9766677167016127,NA
"-37.81458899990251, 144.94269723137606",-37.81458899990251,144.94269723137606,"{""coordinates"": [[144.94270209380275, -37.81459791995948], [144.94269236894937, -37.814580079845534]], ""type"": ""LineString""}",2000-01-01,1154133,NA,1154132,1139718,0,4.63611015355473,City of Melbourne,100,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,2.157350275518163,26
"-37.82538220936996, 144.9776254940304",-37.82538220936996,144.9776254940304,"{""coordinates"": [[144.9776484302341, -37.825374794653264], [144.9776025578267, -37.82538962408666]], ""type"": ""LineString""}",NA,1376253,NA,NA,1376858,NA,3,City of Melbourne,NA,Unknown,NA,NA,NA,Upstream missing,4.36115415360861,NA
"-37.81717198164338, 144.95946315300688",-37.81717198164338,144.95946315300688,"{""coordinates"": [[144.95940866625943, -37.817184462180435], [144.95951763975435, -37.81715950110632]], ""type"": ""LineString""}",1928-01-01,1140482,NA,1140481,1132098,0,2.9174954037088,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,9.987096620501179,98
"-37.799533636347235, 144.94889729048057",-37.799533636347235,144.94889729048057,"{""coordinates"": [[144.94886039481463, -37.79955180802244], [144.94893418614652, -37.799515464672034]], ""type"": ""LineString""}",1972-01-01,1144100,NA,1144101,1131327,0,3.97728987430807,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,7.649008037593266,54
"-37.82435547289804, 144.9731309306851",-37.82435547289804,144.9731309306851,"{""coordinates"": [[144.97309443504136, -37.824378040888504], [144.9731674263288, -37.82433290490758]], ""type"": ""LineString""}",NA,1376122,NA,1376177,1376792,NA,3,City of Melbourne,150,Plastic,NA,NA,NA,Both connections recorded,8.148302177583249,NA
"-37.79365933243381, 144.95652548032825",-37.79365933243381,144.95652548032825,"{""coordinates"": [[144.95656939184101, -37.79365477471508], [144.9564815688155, -37.793663890152544]], ""type"": ""LineString""}",1945-01-01,1149866,NA,1146799,1130053,0,3.32230705135825,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,7.801161308402993,81
"-37.83943165160507, 144.9792618056046",-37.83943165160507,144.9792618056046,"{""coordinates"": [[144.97924616063733, -37.83943864201716], [144.97927745057186, -37.83942466119298]], ""type"": ""LineString""}",NA,1376035,NA,NA,1376951,NA,3,City of Melbourne,NA,Unknown,NA,NA,NA,Upstream missing,3.1613181317236863,NA
"-37.80709883548634, 144.94433237470193",-37.80709883548634,144.94433237470193,"{""coordinates"": [[144.94433537521195, -37.80709483483632], [144.9443293741919, -37.807102836136366]], ""type"": ""LineString""}",1937-01-01,1144565,NA,1144566,1130866,0,3.13183050668027,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,1.0334265869895922,89
"-37.808245759556726, 144.96772610833057",-37.808245759556726,144.96772610833057,"{""coordinates"": [[144.96768273555622, -37.808150624850285], [144.9677694811049, -37.808340894263175]], ""type"": ""LineString""}",1907-01-01,1148430,NA,1148413,1127138,0,2.41751378128835,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,22.457633016449424,119
"-37.81407055565289, 144.9598579732599",-37.81407055565289,144.9598579732599,"{""coordinates"": [[144.95985819614674, -37.81407694253999], [144.95985775037306, -37.81406416876578]], ""type"": ""LineString""}",1995-01-01,1140098,NA,1140099,1128841,0,4.51848349052515,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,1.4183422720011836,31
"-37.81605247409531, 144.96331162565218",-37.81605247409531,144.96331162565218,"{""coordinates"": [[144.9632996111526, -37.81604145442247], [144.9633236401518, -37.81606349376815]], ""type"": ""LineString""}",1979-01-01,1142880,NA,1142881,1128861,0,4.14201289422906,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,3.2342716360579904,47
"-37.81038297336147, 144.97988558620312",-37.81038297336147,144.97988558620312,"{""coordinates"": [[144.97987862862587, -37.810375689179175], [144.97989254378038, -37.810390257543766]], ""type"": ""LineString""}",NA,1154614,NA,NA,1154357,0,NA,City of Melbourne,150,Earthenware,0,Earthenware,NA,Upstream missing,2.0288184993217584,NA
"-37.789211451185274, 144.9239092071008",-37.789211451185274,144.9239092071008,"{""coordinates"": [[144.9240254700942, -37.789130953172], [144.9237929441074, -37.78929194919855]], ""type"": ""LineString""}",1988-01-01,1363628,NA,1363560,1451511,0,4.35375699217685,City of Melbourne,300,Concrete,0,NA,NA,Both connections recorded,27.18108958872945,38
"-37.789382848000116, 144.9237529261909",-37.789382848000116,144.9237529261909,"{""coordinates"": [[144.9237929441074, -37.78929194919855], [144.9237129082744, -37.78947374680169]], ""type"": ""LineString""}",1988-01-01,1363629,NA,1363628,1451512,0,4.40615507349676,City of Melbourne,450,Concrete,0,NA,NA,Both connections recorded,21.37424217389116,38
"-37.81193943012448, 144.96839650148843",-37.81193943012448,144.96839650148843,"{""coordinates"": [[144.96848750217166, -37.812143931263975], [144.96830550080517, -37.811734928985]], ""type"": ""LineString""}",1963-01-01,1140863,NA,1140862,1128613,0,3.76554240017616,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,48.14222295167773,63
"-37.82314297381899, 144.97376270852914",-37.82314297381899,144.97376270852914,"{""coordinates"": [[144.97371440148132, -37.8231666544668], [144.97381101557693, -37.82311929317116]], ""type"": ""LineString""}",1940-01-01,1152648,NA,1152649,1138035,0,NA,City of Melbourne,NA,Unknown,0,Unknown,NA,Both connections recorded,9.999451650056034,86
"-37.8092620331974, 144.92968520208927",-37.8092620331974,144.92968520208927,"{""coordinates"": [[144.92943137845495, -37.80923594277669], [144.92993902572357, -37.80928812361811]], ""type"": ""LineString""}",1969-01-01,1150286,NA,1146518,1131424,0,3.90674991224654,City of Melbourne,300,Concrete,0,Unknown,NA,Both connections recorded,45.076768985686066,57
"-37.79995337393274, 144.9589149769152",-37.79995337393274,144.9589149769152,"{""coordinates"": [[144.9589386338604, -37.79995585846972], [144.95889131996998, -37.799950889395745]], ""type"": ""LineString""}",1924-01-01,1149801,NA,1147681,1129861,0,2.82225824416934,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,4.203300146297316,102
"-37.81248722916125, 144.96548176885648",-37.81248722916125,144.96548176885648,"{""coordinates"": [[144.9654883207438, -37.81248528813526], [144.96547521696917, -37.81248917018725]], ""type"": ""LineString""}",1911-01-01,1148761,NA,1148750,1126931,0,2.51275196317894,City of Melbourne,525,Earthenware,0,Earthenware,NA,Both connections recorded,1.2316872478338436,115
"-37.81633300661205, 144.95268510806898",-37.81633300661205,144.95268510806898,"{""coordinates"": [[144.95261138620245, -37.81626735750025], [144.95275882993553, -37.816398655723845]], ""type"": ""LineString""}",1900-01-01,1363325,NA,1363322,1451369,0,2.2832332311518,City of Melbourne,300,Concrete,0,NA,NA,Both connections recorded,19.517300731359104,126
"-37.80711286663809, 144.95973712280673",-37.80711286663809,144.95973712280673,"{""coordinates"": [[144.9596891839647, -37.80710980201822], [144.95978506164874, -37.80711593125797]], ""type"": ""LineString""}",1906-01-01,1150481,NA,1148786,1131902,0,2.42438069242645,City of Melbourne,600,Brick,0,Brick Barrel,NA,Both connections recorded,8.470545170912525,120
"-37.77718411736819, 144.93980296619085",-37.77718411736819,144.93980296619085,"{""coordinates"": [[144.9395639623587, -37.777025899106626], [144.940041970023, -37.777342335629754]], ""type"": ""LineString""}",2005-01-01,1153253,NA,1153252,1138803,0,4.77376759884268,City of Melbourne,600,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,54.835363126955286,21
"-37.78106684216663, 144.94095578206597",-37.78106684216663,144.94095578206597,"{""coordinates"": [[144.94097062297428, -37.78105128730724], [144.94094094115766, -37.78108239702602]], ""type"": ""LineString""}",2005-01-01,1153097,NA,1153096,1138646,0,4.77855564587048,City of Melbourne,825,Concrete,0,RCP 600 Diameter and above,NA,Both connections recorded,4.331253746951192,21
"-37.82400200232637, 144.9630237519064",-37.82400200232637,144.9630237519064,"{""coordinates"": [[144.96301575225795, -37.82400850332787], [144.96303175155484, -37.82399550132487]], ""type"": ""LineString""}",1981-01-01,1141427,NA,1141426,1134702,0,4.18910152927452,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,2.016634332639718,45
"-37.81658459512502, 144.96996602577414",-37.81658459512502,144.96996602577414,"{""coordinates"": [[144.96995645585062, -37.81656381436821], [144.96997559569766, -37.81660537588183]], ""type"": ""LineString""}",1948-01-01,1143134,NA,1151734,1127696,0,3.39368771437333,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,4.911239876338448,78
"-37.799598930638325, 144.95102482089993",-37.799598930638325,144.95102482089993,"{""coordinates"": [[144.9510973868101, -37.79954229086243], [144.95095225498974, -37.79965557041422]], ""type"": ""LineString""}",1917-01-01,1149959,NA,1149915,1130757,0,2.65564007859476,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,17.92936869852379,109
"-37.818724587837934, 144.9509192579558",-37.818724587837934,144.9509192579558,"{""coordinates"": [[144.95099945647755, -37.818687949058514], [144.95083905943406, -37.818761226617355]], ""type"": ""LineString""}",2000-01-01,1153512,5.552,1153513,1139105,0,4.66561498104912,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,5.422,Both connections recorded,16.297254806580547,26
"-37.81594557542805, 144.95696714950034",-37.81594557542805,144.95696714950034,"{""coordinates"": [[144.95716950961156, -37.81588625401676], [144.95676478938913, -37.816004896839345]], ""type"": ""LineString""}",1935-01-01,1149013,NA,1149012,1127785,0,3.08418016220894,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,37.991460968654444,91
"-37.78234248862497, 144.96340510284637",-37.78234248862497,144.96340510284637,"{""coordinates"": [[144.96339121914664, -37.78234902002458], [144.96341898654606, -37.78233595722536]], ""type"": ""LineString""}",NA,1452461,NA,NA,1453003,0,4,City of Melbourne,75,Plastic,0,NA,NA,Upstream missing,2.8434807640021793,NA
"-37.78223637835157, 144.96352135970486",-37.78223637835157,144.96352135970486,"{""coordinates"": [[144.9634650303782, -37.7822309764491], [144.96357768903152, -37.78224178025403]], ""type"": ""LineString""}",NA,NA,NA,1452463,1453005,0,3,City of Melbourne,750,Unknown,0,NA,NA,Downstream missing,9.996458171936732,NA
"-37.81387178219336, 144.96289066037673",-37.81387178219336,144.96289066037673,"{""coordinates"": [[144.96287646075436, -37.81387592751135], [144.96290485999907, -37.81386763687537]], ""type"": ""LineString""}",1884-01-01,1150442,NA,1141121,1131811,0,1.86994165766714,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,2.6646025041044488,142
"-37.8184764917187, 144.95652946790858",-37.8184764917187,144.95652946790858,"{""coordinates"": [[144.95648077062052, -37.81849047268145], [144.95657816519665, -37.81846251075594]], ""type"": ""LineString""}",1944-01-01,1149434,NA,1140454,1128877,0,3.29844912576214,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,9.119787144872324,82
"-37.81537562107356, 144.97815787648557",-37.81537562107356,144.97815787648557,"{""coordinates"": [[144.97805521719988, -37.81526727421274], [144.97826053577126, -37.81548396793438]], ""type"": ""LineString""}",1900-01-01,1147180,NA,1151711,1135719,0,2.2508924165512,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,30.088455228484005,126
"-37.809861319482934, 144.91746588482243",-37.809861319482934,144.91746588482243,"{""coordinates"": [[144.91719740715362, -37.809832785695754], [144.91773436249125, -37.809889853270114]], ""type"": ""LineString""}",1940-01-01,1146073,NA,1146520,1137537,0,NA,4,NA,Unknown,0,Unknown,NA,Both connections recorded,47.705987033786386,86
"-37.80839883575712, 144.92639038551243",-37.80839883575712,144.92639038551243,"{""coordinates"": [[144.92639338108535, -37.80838384210049], [144.9263873899395, -37.808413829413745]], ""type"": ""LineString""}",1960-01-01,1146355,NA,1146354,1131463,0,3.69493687403061,City of Melbourne,225,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,3.369931861317395,66
"-37.82527763958902, 144.97124856511607",-37.82527763958902,144.97124856511607,"{""coordinates"": [[144.9712096646627, -37.82528746302364], [144.97128746556947, -37.82526781615439]], ""type"": ""LineString""}",1998-01-01,1150960,NA,1142202,1133229,0,4.589086039788,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,7.188372052991529,28
"-37.81181139516307, 144.96759209391513",-37.81181139516307,144.96759209391513,"{""coordinates"": [[144.9676639022827, -37.81179024666069], [144.96752028554758, -37.811832543665446]], ""type"": ""LineString""}",1901-01-01,1148753,NA,1148766,1126902,0,2.27468933050402,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,13.489654620536907,125
"-37.81737857559982, 144.9637813282401",-37.81737857559982,144.9637813282401,"{""coordinates"": [[144.96376066015, -37.81738443808913], [144.9638019963302, -37.81737271311051]], ""type"": ""LineString""}",1979-01-01,1149346,NA,1143208,1128638,0,4.13179884608055,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,3.8653101014944338,47
"-37.78224519094972, 144.96349300333998",-37.78224519094972,144.96349300333998,"{""coordinates"": [[144.96352097630177, -37.78225940545034], [144.9634650303782, -37.7822309764491]], ""type"": ""LineString""}",NA,1452463,NA,NA,1453006,0,3,City of Melbourne,450,Unknown,0,NA,NA,Upstream missing,5.851949944363799,NA
"-37.7819944985469, 144.96305447871782",-37.7819944985469,144.96305447871782,"{""coordinates"": [[144.96287699941334, -37.781808002064125], [144.96323195802228, -37.78218099502968]], ""type"": ""LineString""}",NA,1452464,NA,1452466,1453010,0,4,City of Melbourne,225,Plastic,0,NA,NA,Both connections recorded,51.88116454570881,NA
"-37.83319361586737, 144.97585332407382",-37.83319361586737,144.97585332407382,"{""coordinates"": [[144.97585846423482, -37.833178657323806], [144.97584818391283, -37.833208574410946]], ""type"": ""LineString""}",NA,1472917,NA,1472916,1473434,NA,3,City of Melbourne,100,Plastic,NA,NA,NA,Both connections recorded,3.4417097461793325,NA
"-37.816152721028615, 144.93729371795888",-37.816152721028615,144.93729371795888,"{""coordinates"": [[144.93724444663368, -37.81607125570063], [144.93734298928408, -37.8162341863566]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503784,0,4.92773765188984,City of Melbourne,525,Concrete,0,NA,NA,Both connections missing,20.058013380182746,14
"-37.81588112643854, 144.93501423310283",-37.81588112643854,144.93501423310283,"{""coordinates"": [[144.93498033628575, -37.81582463228537], [144.93504812991995, -37.81593762059172]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1503828,0,4.92136154362355,City of Melbourne,300,Concrete,0,NA,NA,Both connections missing,13.889112134341014,14
"-37.83004057636993, 144.97308714920706",-37.83004057636993,144.97308714920706,"{""coordinates"": [[144.97309026131376, -37.830048378703076], [144.97308403710036, -37.83003277403679]], ""type"": ""LineString""}",NA,1472777,NA,1472788,1473293,NA,4,City of Melbourne,150,Plastic,NA,NA,NA,Both connections recorded,1.8166217689244046,NA
"-37.81734033900332, 144.96414101821927",-37.81734033900332,144.96414101821927,"{""coordinates"": [[144.96408875901685, -37.817355348826496], [144.9641932774217, -37.81732532918016]], ""type"": ""LineString""}",1979-01-01,1149415,NA,1149410,1128803,0,4.14201291909777,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,9.787448500074326,47
"-37.81750918356748, 144.9635531386977",-37.81750918356748,144.9635531386977,"{""coordinates"": [[144.9633857356357, -37.81755726324092], [144.96372054175973, -37.81746110389404]], ""type"": ""LineString""}",1948-01-01,1149417,NA,1149412,1128782,0,3.41258505875082,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,31.352164910444817,78
"-37.79967979340485, 144.9578893955158",-37.79967979340485,144.9578893955158,"{""coordinates"": [[144.95795336988857, -37.79968279479839], [144.95782542114304, -37.7996767920113]], ""type"": ""LineString""}",1922-01-01,1147652,NA,1147653,1129918,0,2.7746717656712,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,11.288233445367995,104
"-37.81214731136096, 144.95543207462873",-37.81214731136096,144.95543207462873,"{""coordinates"": [[144.95555859202705, -37.81211243968629], [144.95530555723045, -37.81218218303563]], ""type"": ""LineString""}",1929-01-01,1148696,NA,1140187,1126752,0,2.94135606359014,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,23.587646957066088,97
"-37.801470531855045, 144.96240573816215",-37.801470531855045,144.96240573816215,"{""coordinates"": [[144.96242648683392, -37.80147281803263], [144.96238498949035, -37.80146824567746]], ""type"": ""LineString""}",1924-01-01,1149627,NA,1148497,1129391,0,2.8222584242893,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,3.689686358940064,102
"-37.80410407767013, 144.9581686459536",-37.80410407767013,144.9581686459536,"{""coordinates"": [[144.95811542998084, -37.80409835302925], [144.9582218619264, -37.80410980231101]], ""type"": ""LineString""}",1918-01-01,1149639,NA,1143561,1129439,0,2.6794338531072,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,9.458746201249836,108
"-37.80854845941077, 144.92689000050166",-37.80854845941077,144.92689000050166,"{""coordinates"": [[144.92690365816927, -37.80846706995022], [144.92687634283405, -37.808629848871334]], ""type"": ""LineString""}",1969-01-01,1146214,NA,1146358,1131469,0,3.90674989237948,City of Melbourne,225,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,18.22671591926297,57
"-37.817703439076396, 144.96396807923819",-37.817703439076396,144.96396807923819,"{""coordinates"": [[144.96397866854429, -37.81770031487245], [144.96395748993208, -37.81770656328035]], ""type"": ""LineString""}",1948-01-01,1149420,NA,1143219,1128792,0,3.41258505435402,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,1.9895556413247746,78
"-37.81140176599666, 144.97147394043623",-37.81140176599666,144.97147394043623,"{""coordinates"": [[144.97145082615833, -37.81140760845523], [144.97149705471415, -37.81139592353809]], ""type"": ""LineString""}",1940-01-01,1140784,NA,1140783,1137155,0,3.2032076146171,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,4.272355419521362,86
"-37.827653592203404, 144.95794020851702",-37.827653592203404,144.95794020851702,"{""coordinates"": [[144.9579064928783, -37.82768004081114], [144.9579739241557, -37.82762714359566]], ""type"": ""LineString""}",1981-01-01,1151356,NA,1145617,1134656,0,4.18910154946725,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,8.34944725557001,45
"-37.837249249177226, 144.98198154112387",-37.837249249177226,144.98198154112387,"{""coordinates"": [[144.98196772013773, -37.83724737752834], [144.98199536210993, -37.83725112082611]], ""type"": ""LineString""}",1941-01-01,1150568,NA,1142512,1132128,0,3.24792611254745,City of Melbourne,150,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,2.468435890124398,85
"-37.817536823337804, 144.96457056325718",-37.817536823337804,144.96457056325718,"{""coordinates"": [[144.9645546321536, -37.81754142960763], [144.96458649436076, -37.81753221706797]], ""type"": ""LineString""}",1884-01-01,1150454,NA,1142959,1131844,0,1.86994165152308,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,2.9859914237591414,142
"-37.8055465345972, 144.96912368121264",-37.8055465345972,144.96912368121264,"{""coordinates"": [[144.9690244930503, -37.80536887350274], [144.96922286937493, -37.80572419569165]], ""type"": ""LineString""}",1931-01-01,1149221,NA,1148129,1128216,0,3.01260139405277,City of Melbourne,600,Brick,0,Brick Barrel,NA,Both connections recorded,43.13427277213199,95
"-37.81530632971766, 144.96342813679865",-37.81530632971766,144.96342813679865,"{""coordinates"": [[144.96342262231067, -37.81529440325245], [144.96343365128664, -37.815318256182856]], ""type"": ""LineString""}",2003-01-01,1150525,NA,1142885,1132012,0,4.70322602448962,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,2.8199973464370234,23
"-37.83090455191309, 144.96739729615092",-37.83090455191309,144.96739729615092,"{""coordinates"": [[144.9673527809878, -37.830876518340915], [144.96744181131407, -37.83093258548527]], ""type"": ""LineString""}",1981-01-01,1141615,NA,1141615,1134875,0,4.2706203610415,City of Melbourne,675,Concrete,0,Unknown,NA,Both connections recorded,10.007787534140002,45
"-37.79959437153123, 144.9531483870166",-37.79959437153123,144.9531483870166,"{""coordinates"": [[144.9531423908578, -37.799589356800865], [144.95315438317536, -37.79959938626158]], ""type"": ""LineString""}",1997-01-01,1143722,NA,1143721,1131374,0,4.60079723715981,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,1.534507142099091,29
"-37.809156918038966, 144.97214951646788",-37.809156918038966,144.97214951646788,"{""coordinates"": [[144.97216351696014, -37.80915391715632], [144.97213551597562, -37.80915991892161]], ""type"": ""LineString""}",1980-01-01,1147060,NA,1147059,1126611,0,4.165527150746,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,2.5541551709213173,46
"-37.82254075185925, 144.9527259543151",-37.82254075185925,144.9527259543151,"{""coordinates"": [[144.95283814591406, -37.82250866941984], [144.9526137627161, -37.822572834298654]], ""type"": ""LineString""}",1940-01-01,1152903,NA,1152904,1138452,0,3.20320720580274,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,21.0000397575294,86
"-37.79823970819132, 144.9405617526849",-37.79823970819132,144.94056175268491,"{""coordinates"": [[144.94079727393165, -37.79807949144012], [144.94032623143815, -37.79839992494252]], ""type"": ""LineString""}",1938-01-01,1149929,NA,1149931,1130320,0,3.1773225139831,City of Melbourne,700,Brick,0,Brick Barrel,NA,Both connections recorded,54.64434942184243,88
"-37.80896092136024, 144.92969924115906",-37.80896092136024,144.92969924115906,"{""coordinates"": [[144.9292674492062, -37.80891886746712], [144.9301310331119, -37.80900297525335]], ""type"": ""LineString""}",1969-01-01,1150294,NA,1150295,1131437,0,3.90674990654699,City of Melbourne,225,Concrete,0,Unknown,NA,Both connections recorded,76.61789627782292,57
"-37.801963644875876, 144.9665651903865",-37.801963644875876,144.9665651903865,"{""coordinates"": [[144.966592935891, -37.801947410725106], [144.966537444882, -37.801979879026646]], ""type"": ""LineString""}",1986-01-01,1148302,NA,1148387,1129024,0,4.30673481173788,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,6.072038155222246,40
"-37.81031752112369, 144.94756366996324",-37.81031752112369,144.94756366996324,"{""coordinates"": [[144.9475836698336, -37.810278540684294], [144.94754367009287, -37.81035650156309]], ""type"": ""LineString""}",1933-01-01,1143423,NA,1143421,1133266,0,3.0365914397266,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,9.342528182423017,93
